quantile,value,type,location,target,forecast_date,target_end_date
0.010,3978,quantile,US,1 wk ahead inc death,2020-08-23,2020-08-29
0.025,4153,quantile,US,1 wk ahead inc death,2020-08-23,2020-08-29
0.050,4352,quantile,US,1 wk ahead inc death,2020-08-23,2020-08-29
0.100,4557,quantile,US,1 wk ahead inc death,2020-08-23,2020-08-29
0.150,4689,quantile,US,1 wk ahead inc death,2020-08-23,2020-08-29
0.200,4843,quantile,US,1 wk ahead inc death,2020-08-23,2020-08-29
0.250,4982,quantile,US,1 wk ahead inc death,2020-08-23,2020-08-29
0.300,5102,quantile,US,1 wk ahead inc death,2020-08-23,2020-08-29
0.350,5218,quantile,US,1 wk ahead inc death,2020-08-23,2020-08-29
0.400,5319,quantile,US,1 wk ahead inc death,2020-08-23,2020-08-29
0.450,5417,quantile,US,1 wk ahead inc death,2020-08-23,2020-08-29
0.500,5528,quantile,US,1 wk ahead inc death,2020-08-23,2020-08-29
,5528,point,US,1 wk ahead inc death,2020-08-23,2020-08-29
0.550,5624,quantile,US,1 wk ahead inc death,2020-08-23,2020-08-29
0.600,5767,quantile,US,1 wk ahead inc death,2020-08-23,2020-08-29
0.650,5888,quantile,US,1 wk ahead inc death,2020-08-23,2020-08-29
0.700,6008,quantile,US,1 wk ahead inc death,2020-08-23,2020-08-29
0.750,6162,quantile,US,1 wk ahead inc death,2020-08-23,2020-08-29
0.800,6296,quantile,US,1 wk ahead inc death,2020-08-23,2020-08-29
0.850,6479,quantile,US,1 wk ahead inc death,2020-08-23,2020-08-29
0.900,6780,quantile,US,1 wk ahead inc death,2020-08-23,2020-08-29
0.950,7255,quantile,US,1 wk ahead inc death,2020-08-23,2020-08-29
0.975,7677,quantile,US,1 wk ahead inc death,2020-08-23,2020-08-29
0.990,8443,quantile,US,1 wk ahead inc death,2020-08-23,2020-08-29
0.010,3078,quantile,US,2 wk ahead inc death,2020-08-23,2020-09-05
0.025,3435,quantile,US,2 wk ahead inc death,2020-08-23,2020-09-05
0.050,3593,quantile,US,2 wk ahead inc death,2020-08-23,2020-09-05
0.100,3795,quantile,US,2 wk ahead inc death,2020-08-23,2020-09-05
0.150,3965,quantile,US,2 wk ahead inc death,2020-08-23,2020-09-05
0.200,4094,quantile,US,2 wk ahead inc death,2020-08-23,2020-09-05
0.250,4231,quantile,US,2 wk ahead inc death,2020-08-23,2020-09-05
0.300,4346,quantile,US,2 wk ahead inc death,2020-08-23,2020-09-05
0.350,4475,quantile,US,2 wk ahead inc death,2020-08-23,2020-09-05
0.400,4576,quantile,US,2 wk ahead inc death,2020-08-23,2020-09-05
0.450,4668,quantile,US,2 wk ahead inc death,2020-08-23,2020-09-05
0.500,4774,quantile,US,2 wk ahead inc death,2020-08-23,2020-09-05
,4774,point,US,2 wk ahead inc death,2020-08-23,2020-09-05
0.550,4890,quantile,US,2 wk ahead inc death,2020-08-23,2020-09-05
0.600,4982,quantile,US,2 wk ahead inc death,2020-08-23,2020-09-05
0.650,5114,quantile,US,2 wk ahead inc death,2020-08-23,2020-09-05
0.700,5271,quantile,US,2 wk ahead inc death,2020-08-23,2020-09-05
