quantile,value,type,location,target,forecast_date,target_end_date
0.010,4905,quantile,US,1 wk ahead inc death,2020-05-24,2020-05-30
0.025,5332,quantile,US,1 wk ahead inc death,2020-05-24,2020-05-30
0.050,5581,quantile,US,1 wk ahead inc death,2020-05-24,2020-05-30
0.100,5796,quantile,US,1 wk ahead inc death,2020-05-24,2020-05-30
0.150,6018,quantile,US,1 wk ahead inc death,2020-05-24,2020-05-30
0.200,6209,quantile,US,1 wk ahead inc death,2020-05-24,2020-05-30
0.250,6386,quantile,US,1 wk ahead inc death,2020-05-24,2020-05-30
0.300,6547,quantile,US,1 wk ahead inc death,2020-05-24,2020-05-30
0.350,6678,quantile,US,1 wk ahead inc death,2020-05-24,2020-05-30
0.400,6834,quantile,US,1 wk ahead inc death,2020-05-24,2020-05-30
0.450,6964,quantile,US,1 wk ahead inc death,2020-05-24,2020-05-30
0.500,7110,quantile,US,1 wk ahead inc death,2020-05-24,2020-05-30
,7110,point,US,1 wk ahead inc death,2020-05-24,2020-05-30
0.550,7233,quantile,US,1 wk ahead inc death,2020-05-24,2020-05-30
0.600,7353,quantile,US,1 wk ahead inc death,2020-05-24,2020-05-30
0.650,7517,quantile,US,1 wk ahead inc death,2020-05-24,2020-05-30
0.700,7637,quantile,US,1 wk ahead inc death,2020-05-24,2020-05-30
0.750,7782,quantile,US,1 wk ahead inc death,2020-05-24,2020-05-30
0.800,7988,quantile,US,1 wk ahead inc death,2020-05-24,2020-05-30
0.850,8182,quantile,US,1 wk ahead inc death,2020-05-24,2020-05-30
0.900,8476,quantile,US,1 wk ahead inc death,2020-05-24,2020-05-30
0.950,8858,quantile,US,1 wk ahead inc death,2020-05-24,2020-05-30
0.975,9153,quantile,US,1 wk ahead inc death,2020-05-24,2020-05-30
0.990,9805,quantile,US,1 wk ahead inc death,2020-05-24,2020-05-30
0.010,3947,quantile,US,2 wk ahead inc death,2020-05-24,2020-06-06
0.025,4250,quantile,US,2 wk ahead inc death,2020-05-24,2020-06-06
0.050,4504,quantile,US,2 wk ahead inc death,2020-05-24,2020-06-06
0.100,4819,quantile,US,2 wk ahead inc death,2020-05-24,2020-06-06
0.150,5065,quantile,US,2 wk ahead inc death,2020-05-24,2020-06-06
0.200,5237,quantile,US,2 wk ahead inc death,2020-05-24,2020-06-06
0.250,5365,quantile,US,2 wk ahead inc death,2020-05-24,2020-06-06
0.300,5524,quantile,US,2 wk ahead inc death,2020-05-24,2020-06-06
0.350,5632,quantile,US,2 wk ahead inc death,2020-05-24,2020-06-06
0.400,5777,quantile,US,2 wk ahead inc death,2020-05-24,2020-06-06
0.450,5933,quantile,US,2 wk ahead inc death,2020-05-24,2020-06-06
0.500,6070,quantile,US,2 wk ahead inc death,2020-05-24,2020-06-06
,6070,point,US,2 wk ahead inc death,2020-05-24,2020-06-06
0.550,6215,quantile,US,2 wk ahead inc death,2020-05-24,2020-06-06
