quantile,value,type,location,target,forecast_date,target_end_date
0.010,4163,quantile,US,1 wk ahead inc death,2020-08-16,2020-08-22
0.025,4477,quantile,US,1 wk ahead inc death,2020-08-16,2020-08-22
0.050,4626,quantile,US,1 wk ahead inc death,2020-08-16,2020-08-22
0.100,4875,quantile,US,1 wk ahead inc death,2020-08-16,2020-08-22
0.150,5033,quantile,US,1 wk ahead inc death,2020-08-16,2020-08-22
0.200,5243,quantile,US,1 wk ahead inc death,2020-08-16,2020-08-22
0.250,5389,quantile,US,1 wk ahead inc death,2020-08-16,2020-08-22
0.300,5489,quantile,US,1 wk ahead inc death,2020-08-16,2020-08-22
0.350,5591,quantile,US,1 wk ahead inc death,2020-08-16,2020-08-22
0.400,5737,quantile,US,1 wk ahead inc death,2020-08-16,2020-08-22
0.450,5863,quantile,US,1 wk ahead inc death,2020-08-16,2020-08-22
0.500,5988,quantile,US,1 wk ahead inc death,2020-08-16,2020-08-22
,5988,point,US,1 wk ahead inc death,2020-08-16,2020-08-22
0.550,6097,quantile,US,1 wk ahead inc death,2020-08-16,2020-08-22
0.600,6231,quantile,US,1 wk ahead inc death,2020-08-16,2020-08-22
0.650,6348,quantile,US,1 wk ahead inc death,2020-08-16,2020-08-22
0.700,6468,quantile,US,1 wk ahead inc death,2020-08-16,2020-08-22
0.750,6616,quantile,US,1 wk ahead inc death,2020-08-16,2020-08-22
0.800,6812,quantile,US,1 wk ahead inc death,2020-08-16,2020-08-22
0.850,7020,quantile,US,1 wk ahead inc death,2020-08-16,2020-08-22
0.900,7274,quantile,US,1 wk ahead inc death,2020-08-16,2020-08-22
0.950,7713,quantile,US,1 wk ahead inc death,2020-08-16,2020-08-22
0.975,8355,quantile,US,1 wk ahead inc death,2020-08-16,2020-08-22
0.990,8875,quantile,US,1 wk ahead inc death,2020-08-16,2020-08-22
0.010,3447,quantile,US,2 wk ahead inc death,2020-08-16,2020-08-29
0.025,3693,quantile,US,2 wk ahead inc death,2020-08-16,2020-08-29
0.050,3908,quantile,US,2 wk ahead inc death,2020-08-16,2020-08-29
0.100,4120,quantile,US,2 wk ahead inc death,2020-08-16,2020-08-29
0.150,4290,quantile,US,2 wk ahead inc death,2020-08-16,2020-08-29
0.200,4422,quantile,US,2 wk ahead inc death,2020-08-16,2020-08-29
0.250,4538,quantile,US,2 wk ahead inc death,2020-08-16,2020-08-29
0.300,4656,quantile,US,2 wk ahead inc death,2020-08-16,2020-08-29
0.350,4775,quantile,US,2 wk ahead inc death,2020-08-16,2020-08-29
0.400,4910,quantile,US,2 wk ahead inc death,2020-08-16,2020-08-29
0.450,5038,quantile,US,2 wk ahead inc death,2020-08-16,2020-08-29
0.500,5179,quantile,US,2 wk ahead inc death,2020-08-16,2020-08-29
,5179,point,US,2 wk ahead inc death,2020-08-16,2020-08-29
0.550,5309,quantile,US,2 wk ahead inc death,2020-08-16,2020-08-29
0.600,5417,quantile,US,2 wk ahead inc death,2020-08-16,2020-08-29
0.650,5539,quantile,US,2 wk ahead inc death,2020-08-16,2020-08-29
0.700,5702,quantile,US,2 wk ahead inc death,2020-08-16,2020-08-29
0.750,5891,quantile,US,2 wk ahead inc death,2020-08-16,2020-08-29
0.800,6063,quantile,US,2 wk ahead inc death,2020-08-16,2020-08-29
0.850,6295,quantile,US,2 wk ahead inc death,2020-08-16,2020-08-29
0.900,6579,quantile,US,2 wk ahead inc death,2020-08-16,2020-08-29
0.950,7213,quantile,US,2 wk ahead inc death,2020-08-16,2020-08-29
0.975,8044,quantile,US,2 wk ahead inc death,2020-08-16,2020-08-29
0.990,9231,quantile,US,2 wk ahead inc death,2020-08-16,2020-08-29
0.010,2851,quantile,US,3 wk ahead inc death,2020-08-16,2020-09-05
0.025,3070,quantile,US,3 wk ahead inc death,2020-08-16,2020-09-05
0.050,3264,quantile,US,3 wk ahead inc death,2020-08-16,2020-09-05
0.100,3450,quantile,US,3 wk ahead inc death,2020-08-16,2020-09-05
0.150,3638,quantile,US,3 wk ahead inc death,2020-08-16,2020-09-05
0.200,3736,quantile,US,3 wk ahead inc death,2020-08-16,2020-09-05
0.250,3857,quantile,US,3 wk ahead inc death,2020-08-16,2020-09-05
0.300,3972,quantile,US,3 wk ahead inc death,2020-08-16,2020-09-05
0.350,4065,quantile,US,3 wk ahead inc death,2020-08-16,2020-09-05
0.400,4187,quantile,US,3 wk ahead inc death,2020-08-16,2020-09-05
0.450,4290,quantile,US,3 wk ahead inc death,2020-08-16,2020-09-05
0.500,4384,quantile,US,3 wk ahead inc death,2020-08-16,2020-09-05
,4384,point,US,3 wk ahead inc death,2020-08-16,2020-09-05
0.550,4494,quantile,US,3 wk ahead inc death,2020-08-16,2020-09-05
0.600,4583,quantile,US,3 wk ahead inc death,2020-08-16,2020-09-05
0.650,4684,quantile,US,3 wk ahead inc death,2020-08-16,2020-09-05
0.700,4804,quantile,US,3 wk ahead inc death,2020-08-16,2020-09-05
0.750,4963,quantile,US,3 wk ahead inc death,2020-08-16,2020-09-05
0.800,5128,quantile,US,3 wk ahead inc death,2020-08-16,2020-09-05
0.850,5354,quantile,US,3 wk ahead inc death,2020-08-16,2020-09-05
0.900,5829,quantile,US,3 wk ahead inc death,2020-08-16,2020-09-05
0.950,6606,quantile,US,3 wk ahead inc death,2020-08-16,2020-09-05
0.975,7654,quantile,US,3 wk ahead inc death,2020-08-16,2020-09-05
0.990,9174,quantile,US,3 wk ahead inc death,2020-08-16,2020-09-05
0.010,2380,quantile,US,4 wk ahead inc death,2020-08-16,2020-09-12
0.025,2527,quantile,US,4 wk ahead inc death,2020-08-16,2020-09-12
0.050,2661,quantile,US,4 wk ahead inc death,2020-08-16,2020-09-12
0.100,2880,quantile,US,4 wk ahead inc death,2020-08-16,2020-09-12
0.150,3000,quantile,US,4 wk ahead inc death,2020-08-16,2020-09-12
0.200,3143,quantile,US,4 wk ahead inc death,2020-08-16,2020-09-12
0.250,3248,quantile,US,4 wk ahead inc death,2020-08-16,2020-09-12
0.300,3328,quantile,US,4 wk ahead inc death,2020-08-16,2020-09-12
0.350,3432,quantile,US,4 wk ahead inc death,2020-08-16,2020-09-12
0.400,3519,quantile,US,4 wk ahead inc death,2020-08-16,2020-09-12
0.450,3611,quantile,US,4 wk ahead inc death,2020-08-16,2020-09-12
0.500,3693,quantile,US,4 wk ahead inc death,2020-08-16,2020-09-12
,3693,point,US,4 wk ahead inc death,2020-08-16,2020-09-12
0.550,3807,quantile,US,4 wk ahead inc death,2020-08-16,2020-09-12
0.600,3905,quantile,US,4 wk ahead inc death,2020-08-16,2020-09-12
0.650,4026,quantile,US,4 wk ahead inc death,2020-08-16,2020-09-12
0.700,4167,quantile,US,4 wk ahead inc death,2020-08-16,2020-09-12
0.750,4311,quantile,US,4 wk ahead inc death,2020-08-16,2020-09-12
0.800,4488,quantile,US,4 wk ahead inc death,2020-08-16,2020-09-12
0.850,4733,quantile,US,4 wk ahead inc death,2020-08-16,2020-09-12
0.900,5091,quantile,US,4 wk ahead inc death,2020-08-16,2020-09-12
0.950,5906,quantile,US,4 wk ahead inc death,2020-08-16,2020-09-12
0.975,7302,quantile,US,4 wk ahead inc death,2020-08-16,2020-09-12
0.990,10244,quantile,US,4 wk ahead inc death,2020-08-16,2020-09-12
0.010,0,quantile,02,1 wk ahead inc death,2020-08-16,2020-08-22
0.025,0,quantile,02,1 wk ahead inc death,2020-08-16,2020-08-22
0.050,0,quantile,02,1 wk ahead inc death,2020-08-16,2020-08-22
0.100,0,quantile,02,1 wk ahead inc death,2020-08-16,2020-08-22
0.150,0,quantile,02,1 wk ahead inc death,2020-08-16,2020-08-22
0.200,1,quantile,02,1 wk ahead inc death,2020-08-16,2020-08-22
0.250,1,quantile,02,1 wk ahead inc death,2020-08-16,2020-08-22
0.300,1,quantile,02,1 wk ahead inc death,2020-08-16,2020-08-22
0.350,1,quantile,02,1 wk ahead inc death,2020-08-16,2020-08-22
0.400,1,quantile,02,1 wk ahead inc death,2020-08-16,2020-08-22
0.450,2,quantile,02,1 wk ahead inc death,2020-08-16,2020-08-22
