quantile,value,type,location,target,forecast_date,target_end_date
0.010,2975,quantile,US,1 wk ahead inc death,2020-09-20,2020-09-26
0.025,3190,quantile,US,1 wk ahead inc death,2020-09-20,2020-09-26
0.050,3314,quantile,US,1 wk ahead inc death,2020-09-20,2020-09-26
0.100,3470,quantile,US,1 wk ahead inc death,2020-09-20,2020-09-26
0.150,3632,quantile,US,1 wk ahead inc death,2020-09-20,2020-09-26
0.200,3763,quantile,US,1 wk ahead inc death,2020-09-20,2020-09-26
0.250,3857,quantile,US,1 wk ahead inc death,2020-09-20,2020-09-26
0.300,3972,quantile,US,1 wk ahead inc death,2020-09-20,2020-09-26
0.350,4067,quantile,US,1 wk ahead inc death,2020-09-20,2020-09-26
0.400,4138,quantile,US,1 wk ahead inc death,2020-09-20,2020-09-26
0.450,4236,quantile,US,1 wk ahead inc death,2020-09-20,2020-09-26
0.500,4324,quantile,US,1 wk ahead inc death,2020-09-20,2020-09-26
,4324,point,US,1 wk ahead inc death,2020-09-20,2020-09-26
0.550,4414,quantile,US,1 wk ahead inc death,2020-09-20,2020-09-26
0.600,4517,quantile,US,1 wk ahead inc death,2020-09-20,2020-09-26
0.650,4627,quantile,US,1 wk ahead inc death,2020-09-20,2020-09-26
0.700,4749,quantile,US,1 wk ahead inc death,2020-09-20,2020-09-26
0.750,4874,quantile,US,1 wk ahead inc death,2020-09-20,2020-09-26
0.800,5009,quantile,US,1 wk ahead inc death,2020-09-20,2020-09-26
0.850,5190,quantile,US,1 wk ahead inc death,2020-09-20,2020-09-26
0.900,5483,quantile,US,1 wk ahead inc death,2020-09-20,2020-09-26
0.950,6002,quantile,US,1 wk ahead inc death,2020-09-20,2020-09-26
0.975,6346,quantile,US,1 wk ahead inc death,2020-09-20,2020-09-26
0.990,7012,quantile,US,1 wk ahead inc death,2020-09-20,2020-09-26
0.010,2456,quantile,US,2 wk ahead inc death,2020-09-20,2020-10-03
0.025,2596,quantile,US,2 wk ahead inc death,2020-09-20,2020-10-03
0.050,2768,quantile,US,2 wk ahead inc death,2020-09-20,2020-10-03
0.100,2944,quantile,US,2 wk ahead inc death,2020-09-20,2020-10-03
0.150,3108,quantile,US,2 wk ahead inc death,2020-09-20,2020-10-03
0.200,3244,quantile,US,2 wk ahead inc death,2020-09-20,2020-10-03
0.250,3369,quantile,US,2 wk ahead inc death,2020-09-20,2020-10-03
0.300,3459,quantile,US,2 wk ahead inc death,2020-09-20,2020-10-03
0.350,3538,quantile,US,2 wk ahead inc death,2020-09-20,2020-10-03
0.400,3635,quantile,US,2 wk ahead inc death,2020-09-20,2020-10-03
0.450,3724,quantile,US,2 wk ahead inc death,2020-09-20,2020-10-03
0.500,3810,quantile,US,2 wk ahead inc death,2020-09-20,2020-10-03
,3810,point,US,2 wk ahead inc death,2020-09-20,2020-10-03
0.550,3909,quantile,US,2 wk ahead inc death,2020-09-20,2020-10-03
0.600,4006,quantile,US,2 wk ahead inc death,2020-09-20,2020-10-03
0.650,4093,quantile,US,2 wk ahead inc death,2020-09-20,2020-10-03
0.700,4238,quantile,US,2 wk ahead inc death,2020-09-20,2020-10-03
0.750,4397,quantile,US,2 wk ahead inc death,2020-09-20,2020-10-03
0.800,4535,quantile,US,2 wk ahead inc death,2020-09-20,2020-10-03
0.850,4733,quantile,US,2 wk ahead inc death,2020-09-20,2020-10-03
0.900,5158,quantile,US,2 wk ahead inc death,2020-09-20,2020-10-03
0.950,5772,quantile,US,2 wk ahead inc death,2020-09-20,2020-10-03
0.975,7056,quantile,US,2 wk ahead inc death,2020-09-20,2020-10-03
0.990,7929,quantile,US,2 wk ahead inc death,2020-09-20,2020-10-03
0.010,2106,quantile,US,3 wk ahead inc death,2020-09-20,2020-10-10
0.025,2216,quantile,US,3 wk ahead inc death,2020-09-20,2020-10-10
0.050,2349,quantile,US,3 wk ahead inc death,2020-09-20,2020-10-10
0.100,2505,quantile,US,3 wk ahead inc death,2020-09-20,2020-10-10
0.150,2655,quantile,US,3 wk ahead inc death,2020-09-20,2020-10-10
0.200,2759,quantile,US,3 wk ahead inc death,2020-09-20,2020-10-10
0.250,2833,quantile,US,3 wk ahead inc death,2020-09-20,2020-10-10
0.300,2897,quantile,US,3 wk ahead inc death,2020-09-20,2020-10-10
0.350,2976,quantile,US,3 wk ahead inc death,2020-09-20,2020-10-10
0.400,3051,quantile,US,3 wk ahead inc death,2020-09-20,2020-10-10
0.450,3141,quantile,US,3 wk ahead inc death,2020-09-20,2020-10-10
0.500,3232,quantile,US,3 wk ahead inc death,2020-09-20,2020-10-10
,3232,point,US,3 wk ahead inc death,2020-09-20,2020-10-10
0.550,3339,quantile,US,3 wk ahead inc death,2020-09-20,2020-10-10
0.600,3460,quantile,US,3 wk ahead inc death,2020-09-20,2020-10-10
0.650,3563,quantile,US,3 wk ahead inc death,2020-09-20,2020-10-10
0.700,3697,quantile,US,3 wk ahead inc death,2020-09-20,2020-10-10
0.750,3856,quantile,US,3 wk ahead inc death,2020-09-20,2020-10-10
0.800,4044,quantile,US,3 wk ahead inc death,2020-09-20,2020-10-10
0.850,4398,quantile,US,3 wk ahead inc death,2020-09-20,2020-10-10
0.900,4884,quantile,US,3 wk ahead inc death,2020-09-20,2020-10-10
0.950,5868,quantile,US,3 wk ahead inc death,2020-09-20,2020-10-10
0.975,7258,quantile,US,3 wk ahead inc death,2020-09-20,2020-10-10
0.990,11104,quantile,US,3 wk ahead inc death,2020-09-20,2020-10-10
0.010,1705,quantile,US,4 wk ahead inc death,2020-09-20,2020-10-17
0.025,1836,quantile,US,4 wk ahead inc death,2020-09-20,2020-10-17
0.050,1964,quantile,US,4 wk ahead inc death,2020-09-20,2020-10-17
0.100,2123,quantile,US,4 wk ahead inc death,2020-09-20,2020-10-17
0.150,2246,quantile,US,4 wk ahead inc death,2020-09-20,2020-10-17
0.200,2320,quantile,US,4 wk ahead inc death,2020-09-20,2020-10-17
0.250,2389,quantile,US,4 wk ahead inc death,2020-09-20,2020-10-17
0.300,2475,quantile,US,4 wk ahead inc death,2020-09-20,2020-10-17
0.350,2548,quantile,US,4 wk ahead inc death,2020-09-20,2020-10-17
0.400,2617,quantile,US,4 wk ahead inc death,2020-09-20,2020-10-17
0.450,2707,quantile,US,4 wk ahead inc death,2020-09-20,2020-10-17
0.500,2800,quantile,US,4 wk ahead inc death,2020-09-20,2020-10-17
,2800,point,US,4 wk ahead inc death,2020-09-20,2020-10-17
0.550,2901,quantile,US,4 wk ahead inc death,2020-09-20,2020-10-17
0.600,2986,quantile,US,4 wk ahead inc death,2020-09-20,2020-10-17
0.650,3098,quantile,US,4 wk ahead inc death,2020-09-20,2020-10-17
0.700,3205,quantile,US,4 wk ahead inc death,2020-09-20,2020-10-17
0.750,3346,quantile,US,4 wk ahead inc death,2020-09-20,2020-10-17
0.800,3553,quantile,US,4 wk ahead inc death,2020-09-20,2020-10-17
0.850,3928,quantile,US,4 wk ahead inc death,2020-09-20,2020-10-17
0.900,4479,quantile,US,4 wk ahead inc death,2020-09-20,2020-10-17
0.950,5811,quantile,US,4 wk ahead inc death,2020-09-20,2020-10-17
0.975,7900,quantile,US,4 wk ahead inc death,2020-09-20,2020-10-17
0.990,12674,quantile,US,4 wk ahead inc death,2020-09-20,2020-10-17
0.010,0,quantile,02,1 wk ahead inc death,2020-09-20,2020-09-26
0.025,0,quantile,02,1 wk ahead inc death,2020-09-20,2020-09-26
0.050,0,quantile,02,1 wk ahead inc death,2020-09-20,2020-09-26
0.100,0,quantile,02,1 wk ahead inc death,2020-09-20,2020-09-26
0.150,0,quantile,02,1 wk ahead inc death,2020-09-20,2020-09-26
0.200,1,quantile,02,1 wk ahead inc death,2020-09-20,2020-09-26
0.250,1,quantile,02,1 wk ahead inc death,2020-09-20,2020-09-26
