quantile,value,type,location,target,forecast_date,target_end_date
0.010,2054,quantile,US,1 wk ahead inc death,2020-07-05,2020-07-11
0.025,2155,quantile,US,1 wk ahead inc death,2020-07-05,2020-07-11
0.050,2252,quantile,US,1 wk ahead inc death,2020-07-05,2020-07-11
0.100,2352,quantile,US,1 wk ahead inc death,2020-07-05,2020-07-11
0.150,2432,quantile,US,1 wk ahead inc death,2020-07-05,2020-07-11
0.200,2499,quantile,US,1 wk ahead inc death,2020-07-05,2020-07-11
0.250,2561,quantile,US,1 wk ahead inc death,2020-07-05,2020-07-11
0.300,2616,quantile,US,1 wk ahead inc death,2020-07-05,2020-07-11
0.350,2666,quantile,US,1 wk ahead inc death,2020-07-05,2020-07-11
0.400,2715,quantile,US,1 wk ahead inc death,2020-07-05,2020-07-11
0.450,2763,quantile,US,1 wk ahead inc death,2020-07-05,2020-07-11
0.500,2809,quantile,US,1 wk ahead inc death,2020-07-05,2020-07-11
,2809,point,US,1 wk ahead inc death,2020-07-05,2020-07-11
0.550,2852,quantile,US,1 wk ahead inc death,2020-07-05,2020-07-11
0.600,2912,quantile,US,1 wk ahead inc death,2020-07-05,2020-07-11
0.650,2975,quantile,US,1 wk ahead inc death,2020-07-05,2020-07-11
0.700,3023,quantile,US,1 wk ahead inc death,2020-07-05,2020-07-11
0.750,3081,quantile,US,1 wk ahead inc death,2020-07-05,2020-07-11
0.800,3151,quantile,US,1 wk ahead inc death,2020-07-05,2020-07-11
0.850,3223,quantile,US,1 wk ahead inc death,2020-07-05,2020-07-11
0.900,3312,quantile,US,1 wk ahead inc death,2020-07-05,2020-07-11
0.950,3499,quantile,US,1 wk ahead inc death,2020-07-05,2020-07-11
0.975,3629,quantile,US,1 wk ahead inc death,2020-07-05,2020-07-11
0.990,3786,quantile,US,1 wk ahead inc death,2020-07-05,2020-07-11
0.010,1690,quantile,US,2 wk ahead inc death,2020-07-05,2020-07-18
0.025,1812,quantile,US,2 wk ahead inc death,2020-07-05,2020-07-18
0.050,1910,quantile,US,2 wk ahead inc death,2020-07-05,2020-07-18
0.100,2019,quantile,US,2 wk ahead inc death,2020-07-05,2020-07-18
0.150,2084,quantile,US,2 wk ahead inc death,2020-07-05,2020-07-18
0.200,2144,quantile,US,2 wk ahead inc death,2020-07-05,2020-07-18
0.250,2196,quantile,US,2 wk ahead inc death,2020-07-05,2020-07-18
0.300,2251,quantile,US,2 wk ahead inc death,2020-07-05,2020-07-18
0.350,2294,quantile,US,2 wk ahead inc death,2020-07-05,2020-07-18
0.400,2335,quantile,US,2 wk ahead inc death,2020-07-05,2020-07-18
0.450,2377,quantile,US,2 wk ahead inc death,2020-07-05,2020-07-18
0.500,2438,quantile,US,2 wk ahead inc death,2020-07-05,2020-07-18
,2438,point,US,2 wk ahead inc death,2020-07-05,2020-07-18
0.550,2472,quantile,US,2 wk ahead inc death,2020-07-05,2020-07-18
0.600,2520,quantile,US,2 wk ahead inc death,2020-07-05,2020-07-18
0.650,2565,quantile,US,2 wk ahead inc death,2020-07-05,2020-07-18
0.700,2621,quantile,US,2 wk ahead inc death,2020-07-05,2020-07-18
0.750,2658,quantile,US,2 wk ahead inc death,2020-07-05,2020-07-18
0.800,2725,quantile,US,2 wk ahead inc death,2020-07-05,2020-07-18
0.850,2800,quantile,US,2 wk ahead inc death,2020-07-05,2020-07-18
0.900,2895,quantile,US,2 wk ahead inc death,2020-07-05,2020-07-18
0.950,3050,quantile,US,2 wk ahead inc death,2020-07-05,2020-07-18
0.975,3175,quantile,US,2 wk ahead inc death,2020-07-05,2020-07-18
0.990,3319,quantile,US,2 wk ahead inc death,2020-07-05,2020-07-18
0.010,1456,quantile,US,3 wk ahead inc death,2020-07-05,2020-07-25
0.025,1553,quantile,US,3 wk ahead inc death,2020-07-05,2020-07-25
0.050,1632,quantile,US,3 wk ahead inc death,2020-07-05,2020-07-25
0.100,1718,quantile,US,3 wk ahead inc death,2020-07-05,2020-07-25
0.150,1782,quantile,US,3 wk ahead inc death,2020-07-05,2020-07-25
0.200,1828,quantile,US,3 wk ahead inc death,2020-07-05,2020-07-25
0.250,1879,quantile,US,3 wk ahead inc death,2020-07-05,2020-07-25
0.300,1921,quantile,US,3 wk ahead inc death,2020-07-05,2020-07-25
0.350,1968,quantile,US,3 wk ahead inc death,2020-07-05,2020-07-25
0.400,1998,quantile,US,3 wk ahead inc death,2020-07-05,2020-07-25
0.450,2033,quantile,US,3 wk ahead inc death,2020-07-05,2020-07-25
0.500,2068,quantile,US,3 wk ahead inc death,2020-07-05,2020-07-25
,2068,point,US,3 wk ahead inc death,2020-07-05,2020-07-25
0.550,2112,quantile,US,3 wk ahead inc death,2020-07-05,2020-07-25
0.600,2147,quantile,US,3 wk ahead inc death,2020-07-05,2020-07-25
0.650,2192,quantile,US,3 wk ahead inc death,2020-07-05,2020-07-25
0.700,2232,quantile,US,3 wk ahead inc death,2020-07-05,2020-07-25
