quantile,value,type,location,target,forecast_date,target_end_date
0.010,6879,quantile,US,1 wk ahead inc death,2020-05-10,2020-05-16
0.025,7190,quantile,US,1 wk ahead inc death,2020-05-10,2020-05-16
0.050,7582,quantile,US,1 wk ahead inc death,2020-05-10,2020-05-16
0.100,8030,quantile,US,1 wk ahead inc death,2020-05-10,2020-05-16
0.150,8301,quantile,US,1 wk ahead inc death,2020-05-10,2020-05-16
0.200,8567,quantile,US,1 wk ahead inc death,2020-05-10,2020-05-16
0.250,8850,quantile,US,1 wk ahead inc death,2020-05-10,2020-05-16
0.300,9071,quantile,US,1 wk ahead inc death,2020-05-10,2020-05-16
0.350,9215,quantile,US,1 wk ahead inc death,2020-05-10,2020-05-16
0.400,9373,quantile,US,1 wk ahead inc death,2020-05-10,2020-05-16
0.450,9585,quantile,US,1 wk ahead inc death,2020-05-10,2020-05-16
0.500,9798,quantile,US,1 wk ahead inc death,2020-05-10,2020-05-16
,9798,point,US,1 wk ahead inc death,2020-05-10,2020-05-16
0.550,9996,quantile,US,1 wk ahead inc death,2020-05-10,2020-05-16
0.600,10194,quantile,US,1 wk ahead inc death,2020-05-10,2020-05-16
0.650,10370,quantile,US,1 wk ahead inc death,2020-05-10,2020-05-16
0.700,10646,quantile,US,1 wk ahead inc death,2020-05-10,2020-05-16
0.750,10831,quantile,US,1 wk ahead inc death,2020-05-10,2020-05-16
0.800,11107,quantile,US,1 wk ahead inc death,2020-05-10,2020-05-16
0.850,11391,quantile,US,1 wk ahead inc death,2020-05-10,2020-05-16
0.900,11822,quantile,US,1 wk ahead inc death,2020-05-10,2020-05-16
0.950,12470,quantile,US,1 wk ahead inc death,2020-05-10,2020-05-16
0.975,13145,quantile,US,1 wk ahead inc death,2020-05-10,2020-05-16
0.990,13790,quantile,US,1 wk ahead inc death,2020-05-10,2020-05-16
0.010,5361,quantile,US,2 wk ahead inc death,2020-05-10,2020-05-23
0.025,5744,quantile,US,2 wk ahead inc death,2020-05-10,2020-05-23
0.050,6163,quantile,US,2 wk ahead inc death,2020-05-10,2020-05-23
0.100,6601,quantile,US,2 wk ahead inc death,2020-05-10,2020-05-23
0.150,6944,quantile,US,2 wk ahead inc death,2020-05-10,2020-05-23
0.200,7204,quantile,US,2 wk ahead inc death,2020-05-10,2020-05-23
0.250,7462,quantile,US,2 wk ahead inc death,2020-05-10,2020-05-23
0.300,7651,quantile,US,2 wk ahead inc death,2020-05-10,2020-05-23
0.350,7906,quantile,US,2 wk ahead inc death,2020-05-10,2020-05-23
0.400,8112,quantile,US,2 wk ahead inc death,2020-05-10,2020-05-23
0.450,8302,quantile,US,2 wk ahead inc death,2020-05-10,2020-05-23
0.500,8482,quantile,US,2 wk ahead inc death,2020-05-10,2020-05-23
,8482,point,US,2 wk ahead inc death,2020-05-10,2020-05-23
0.550,8674,quantile,US,2 wk ahead inc death,2020-05-10,2020-05-23
0.600,8862,quantile,US,2 wk ahead inc death,2020-05-10,2020-05-23
0.650,9048,quantile,US,2 wk ahead inc death,2020-05-10,2020-05-23
0.700,9255,quantile,US,2 wk ahead inc death,2020-05-10,2020-05-23
0.750,9566,quantile,US,2 wk ahead inc death,2020-05-10,2020-05-23
0.800,9776,quantile,US,2 wk ahead inc death,2020-05-10,2020-05-23
0.850,10177,quantile,US,2 wk ahead inc death,2020-05-10,2020-05-23
0.900,10625,quantile,US,2 wk ahead inc death,2020-05-10,2020-05-23
0.950,11129,quantile,US,2 wk ahead inc death,2020-05-10,2020-05-23
0.975,11678,quantile,US,2 wk ahead inc death,2020-05-10,2020-05-23
0.990,12090,quantile,US,2 wk ahead inc death,2020-05-10,2020-05-23
0.010,4121,quantile,US,3 wk ahead inc death,2020-05-10,2020-05-30
0.025,4590,quantile,US,3 wk ahead inc death,2020-05-10,2020-05-30
0.050,5094,quantile,US,3 wk ahead inc death,2020-05-10,2020-05-30
0.100,5516,quantile,US,3 wk ahead inc death,2020-05-10,2020-05-30
0.150,5754,quantile,US,3 wk ahead inc death,2020-05-10,2020-05-30
