quantile,value,type,location,target,forecast_date,target_end_date
0.010,6187,quantile,US,1 wk ahead inc death,2020-05-17,2020-05-23
0.025,6743,quantile,US,1 wk ahead inc death,2020-05-17,2020-05-23
0.050,8045,quantile,US,1 wk ahead inc death,2020-05-17,2020-05-23
0.100,9158,quantile,US,1 wk ahead inc death,2020-05-17,2020-05-23
0.150,10183,quantile,US,1 wk ahead inc death,2020-05-17,2020-05-23
0.200,10949,quantile,US,1 wk ahead inc death,2020-05-17,2020-05-23
0.250,11707,quantile,US,1 wk ahead inc death,2020-05-17,2020-05-23
0.300,12457,quantile,US,1 wk ahead inc death,2020-05-17,2020-05-23
0.350,12993,quantile,US,1 wk ahead inc death,2020-05-17,2020-05-23
0.400,13645,quantile,US,1 wk ahead inc death,2020-05-17,2020-05-23
0.450,14212,quantile,US,1 wk ahead inc death,2020-05-17,2020-05-23
0.500,14687,quantile,US,1 wk ahead inc death,2020-05-17,2020-05-23
,14687,point,US,1 wk ahead inc death,2020-05-17,2020-05-23
0.550,15324,quantile,US,1 wk ahead inc death,2020-05-17,2020-05-23
0.600,16021,quantile,US,1 wk ahead inc death,2020-05-17,2020-05-23
0.650,16940,quantile,US,1 wk ahead inc death,2020-05-17,2020-05-23
0.700,17713,quantile,US,1 wk ahead inc death,2020-05-17,2020-05-23
0.750,18538,quantile,US,1 wk ahead inc death,2020-05-17,2020-05-23
0.800,19480,quantile,US,1 wk ahead inc death,2020-05-17,2020-05-23
0.850,20808,quantile,US,1 wk ahead inc death,2020-05-17,2020-05-23
0.900,22575,quantile,US,1 wk ahead inc death,2020-05-17,2020-05-23
0.950,25346,quantile,US,1 wk ahead inc death,2020-05-17,2020-05-23
0.975,26916,quantile,US,1 wk ahead inc death,2020-05-17,2020-05-23
0.990,30267,quantile,US,1 wk ahead inc death,2020-05-17,2020-05-23
0.010,5036,quantile,US,2 wk ahead inc death,2020-05-17,2020-05-30
0.025,5678,quantile,US,2 wk ahead inc death,2020-05-17,2020-05-30
0.050,6574,quantile,US,2 wk ahead inc death,2020-05-17,2020-05-30
0.100,7546,quantile,US,2 wk ahead inc death,2020-05-17,2020-05-30
0.150,8180,quantile,US,2 wk ahead inc death,2020-05-17,2020-05-30
0.200,8822,quantile,US,2 wk ahead inc death,2020-05-17,2020-05-30
0.250,9337,quantile,US,2 wk ahead inc death,2020-05-17,2020-05-30
0.300,9973,quantile,US,2 wk ahead inc death,2020-05-17,2020-05-30
0.350,10513,quantile,US,2 wk ahead inc death,2020-05-17,2020-05-30
0.400,11006,quantile,US,2 wk ahead inc death,2020-05-17,2020-05-30
0.450,11507,quantile,US,2 wk ahead inc death,2020-05-17,2020-05-30
0.500,11927,quantile,US,2 wk ahead inc death,2020-05-17,2020-05-30
,11927,point,US,2 wk ahead inc death,2020-05-17,2020-05-30
0.550,12457,quantile,US,2 wk ahead inc death,2020-05-17,2020-05-30
0.600,13083,quantile,US,2 wk ahead inc death,2020-05-17,2020-05-30
0.650,13733,quantile,US,2 wk ahead inc death,2020-05-17,2020-05-30
0.700,14396,quantile,US,2 wk ahead inc death,2020-05-17,2020-05-30
0.750,15129,quantile,US,2 wk ahead inc death,2020-05-17,2020-05-30
0.800,15954,quantile,US,2 wk ahead inc death,2020-05-17,2020-05-30
0.850,17244,quantile,US,2 wk ahead inc death,2020-05-17,2020-05-30
0.900,18744,quantile,US,2 wk ahead inc death,2020-05-17,2020-05-30
0.950,21465,quantile,US,2 wk ahead inc death,2020-05-17,2020-05-30
0.975,23446,quantile,US,2 wk ahead inc death,2020-05-17,2020-05-30
0.990,25905,quantile,US,2 wk ahead inc death,2020-05-17,2020-05-30
0.010,3648,quantile,US,3 wk ahead inc death,2020-05-17,2020-06-06
0.025,4199,quantile,US,3 wk ahead inc death,2020-05-17,2020-06-06
0.050,4976,quantile,US,3 wk ahead inc death,2020-05-17,2020-06-06
0.100,5875,quantile,US,3 wk ahead inc death,2020-05-17,2020-06-06
0.150,6515,quantile,US,3 wk ahead inc death,2020-05-17,2020-06-06
0.200,7037,quantile,US,3 wk ahead inc death,2020-05-17,2020-06-06
0.250,7398,quantile,US,3 wk ahead inc death,2020-05-17,2020-06-06
0.300,7844,quantile,US,3 wk ahead inc death,2020-05-17,2020-06-06
0.350,8283,quantile,US,3 wk ahead inc death,2020-05-17,2020-06-06
0.400,8681,quantile,US,3 wk ahead inc death,2020-05-17,2020-06-06
0.450,9163,quantile,US,3 wk ahead inc death,2020-05-17,2020-06-06
0.500,9725,quantile,US,3 wk ahead inc death,2020-05-17,2020-06-06
,9725,point,US,3 wk ahead inc death,2020-05-17,2020-06-06
0.550,10242,quantile,US,3 wk ahead inc death,2020-05-17,2020-06-06
0.600,10773,quantile,US,3 wk ahead inc death,2020-05-17,2020-06-06
0.650,11348,quantile,US,3 wk ahead inc death,2020-05-17,2020-06-06
0.700,12008,quantile,US,3 wk ahead inc death,2020-05-17,2020-06-06
0.750,12731,quantile,US,3 wk ahead inc death,2020-05-17,2020-06-06
0.800,13247,quantile,US,3 wk ahead inc death,2020-05-17,2020-06-06
0.850,13959,quantile,US,3 wk ahead inc death,2020-05-17,2020-06-06
0.900,15214,quantile,US,3 wk ahead inc death,2020-05-17,2020-06-06
0.950,17567,quantile,US,3 wk ahead inc death,2020-05-17,2020-06-06
0.975,19446,quantile,US,3 wk ahead inc death,2020-05-17,2020-06-06
0.990,22482,quantile,US,3 wk ahead inc death,2020-05-17,2020-06-06
0.010,2482,quantile,US,4 wk ahead inc death,2020-05-17,2020-06-13
0.025,3059,quantile,US,4 wk ahead inc death,2020-05-17,2020-06-13
0.050,3696,quantile,US,4 wk ahead inc death,2020-05-17,2020-06-13
0.100,4394,quantile,US,4 wk ahead inc death,2020-05-17,2020-06-13
0.150,4903,quantile,US,4 wk ahead inc death,2020-05-17,2020-06-13
0.200,5285,quantile,US,4 wk ahead inc death,2020-05-17,2020-06-13
0.250,5667,quantile,US,4 wk ahead inc death,2020-05-17,2020-06-13
0.300,6094,quantile,US,4 wk ahead inc death,2020-05-17,2020-06-13
0.350,6432,quantile,US,4 wk ahead inc death,2020-05-17,2020-06-13
0.400,6891,quantile,US,4 wk ahead inc death,2020-05-17,2020-06-13
0.450,7319,quantile,US,4 wk ahead inc death,2020-05-17,2020-06-13
0.500,7786,quantile,US,4 wk ahead inc death,2020-05-17,2020-06-13
,7786,point,US,4 wk ahead inc death,2020-05-17,2020-06-13
0.550,8200,quantile,US,4 wk ahead inc death,2020-05-17,2020-06-13
0.600,8760,quantile,US,4 wk ahead inc death,2020-05-17,2020-06-13
0.650,9456,quantile,US,4 wk ahead inc death,2020-05-17,2020-06-13
0.700,10013,quantile,US,4 wk ahead inc death,2020-05-17,2020-06-13
0.750,10721,quantile,US,4 wk ahead inc death,2020-05-17,2020-06-13
