quantile,value,type,location,target,forecast_date,target_end_date
0.010,6102,quantile,US,1 wk ahead inc death,2020-05-31,2020-06-06
0.025,7175,quantile,US,1 wk ahead inc death,2020-05-31,2020-06-06
0.050,8316,quantile,US,1 wk ahead inc death,2020-05-31,2020-06-06
0.100,9623,quantile,US,1 wk ahead inc death,2020-05-31,2020-06-06
0.150,10417,quantile,US,1 wk ahead inc death,2020-05-31,2020-06-06
0.200,11020,quantile,US,1 wk ahead inc death,2020-05-31,2020-06-06
0.250,11615,quantile,US,1 wk ahead inc death,2020-05-31,2020-06-06
0.300,12232,quantile,US,1 wk ahead inc death,2020-05-31,2020-06-06
0.350,12728,quantile,US,1 wk ahead inc death,2020-05-31,2020-06-06
0.400,13252,quantile,US,1 wk ahead inc death,2020-05-31,2020-06-06
0.450,13904,quantile,US,1 wk ahead inc death,2020-05-31,2020-06-06
0.500,14362,quantile,US,1 wk ahead inc death,2020-05-31,2020-06-06
,14362,point,US,1 wk ahead inc death,2020-05-31,2020-06-06
0.550,14921,quantile,US,1 wk ahead inc death,2020-05-31,2020-06-06
0.600,15585,quantile,US,1 wk ahead inc death,2020-05-31,2020-06-06
0.650,16238,quantile,US,1 wk ahead inc death,2020-05-31,2020-06-06
0.700,17014,quantile,US,1 wk ahead inc death,2020-05-31,2020-06-06
0.750,17830,quantile,US,1 wk ahead inc death,2020-05-31,2020-06-06
0.800,18777,quantile,US,1 wk ahead inc death,2020-05-31,2020-06-06
0.850,19618,quantile,US,1 wk ahead inc death,2020-05-31,2020-06-06
0.900,20777,quantile,US,1 wk ahead inc death,2020-05-31,2020-06-06
0.950,22967,quantile,US,1 wk ahead inc death,2020-05-31,2020-06-06
0.975,25509,quantile,US,1 wk ahead inc death,2020-05-31,2020-06-06
0.990,28312,quantile,US,1 wk ahead inc death,2020-05-31,2020-06-06
0.010,5492,quantile,US,2 wk ahead inc death,2020-05-31,2020-06-13
0.025,6140,quantile,US,2 wk ahead inc death,2020-05-31,2020-06-13
0.050,6942,quantile,US,2 wk ahead inc death,2020-05-31,2020-06-13
0.100,7816,quantile,US,2 wk ahead inc death,2020-05-31,2020-06-13
0.150,8601,quantile,US,2 wk ahead inc death,2020-05-31,2020-06-13
