quantile,value,type,location,target,forecast_date,target_end_date
0.010,13421,quantile,US,1 wk ahead inc death,2020-08-02,2020-08-08
0.025,15712,quantile,US,1 wk ahead inc death,2020-08-02,2020-08-08
0.050,16675,quantile,US,1 wk ahead inc death,2020-08-02,2020-08-08
0.100,18087,quantile,US,1 wk ahead inc death,2020-08-02,2020-08-08
0.150,19066,quantile,US,1 wk ahead inc death,2020-08-02,2020-08-08
0.200,19994,quantile,US,1 wk ahead inc death,2020-08-02,2020-08-08
0.250,20787,quantile,US,1 wk ahead inc death,2020-08-02,2020-08-08
0.300,21507,quantile,US,1 wk ahead inc death,2020-08-02,2020-08-08
0.350,22126,quantile,US,1 wk ahead inc death,2020-08-02,2020-08-08
0.400,22876,quantile,US,1 wk ahead inc death,2020-08-02,2020-08-08
0.450,23684,quantile,US,1 wk ahead inc death,2020-08-02,2020-08-08
0.500,24358,quantile,US,1 wk ahead inc death,2020-08-02,2020-08-08
,24358,point,US,1 wk ahead inc death,2020-08-02,2020-08-08
0.550,24966,quantile,US,1 wk ahead inc death,2020-08-02,2020-08-08
0.600,25627,quantile,US,1 wk ahead inc death,2020-08-02,2020-08-08
0.650,26380,quantile,US,1 wk ahead inc death,2020-08-02,2020-08-08
0.700,27182,quantile,US,1 wk ahead inc death,2020-08-02,2020-08-08
0.750,28488,quantile,US,1 wk ahead inc death,2020-08-02,2020-08-08
0.800,29544,quantile,US,1 wk ahead inc death,2020-08-02,2020-08-08
0.850,31008,quantile,US,1 wk ahead inc death,2020-08-02,2020-08-08
0.900,32920,quantile,US,1 wk ahead inc death,2020-08-02,2020-08-08
0.950,36028,quantile,US,1 wk ahead inc death,2020-08-02,2020-08-08
0.975,39041,quantile,US,1 wk ahead inc death,2020-08-02,2020-08-08
0.990,45040,quantile,US,1 wk ahead inc death,2020-08-02,2020-08-08
0.010,12641,quantile,US,2 wk ahead inc death,2020-08-02,2020-08-15
0.025,13846,quantile,US,2 wk ahead inc death,2020-08-02,2020-08-15
0.050,14889,quantile,US,2 wk ahead inc death,2020-08-02,2020-08-15
0.100,16178,quantile,US,2 wk ahead inc death,2020-08-02,2020-08-15
0.150,17205,quantile,US,2 wk ahead inc death,2020-08-02,2020-08-15
0.200,18059,quantile,US,2 wk ahead inc death,2020-08-02,2020-08-15
0.250,18979,quantile,US,2 wk ahead inc death,2020-08-02,2020-08-15
0.300,19689,quantile,US,2 wk ahead inc death,2020-08-02,2020-08-15
0.350,20366,quantile,US,2 wk ahead inc death,2020-08-02,2020-08-15
0.400,20970,quantile,US,2 wk ahead inc death,2020-08-02,2020-08-15
0.450,21692,quantile,US,2 wk ahead inc death,2020-08-02,2020-08-15
0.500,22446,quantile,US,2 wk ahead inc death,2020-08-02,2020-08-15
,22446,point,US,2 wk ahead inc death,2020-08-02,2020-08-15
0.550,23386,quantile,US,2 wk ahead inc death,2020-08-02,2020-08-15
0.600,24215,quantile,US,2 wk ahead inc death,2020-08-02,2020-08-15
0.650,25168,quantile,US,2 wk ahead inc death,2020-08-02,2020-08-15
0.700,26062,quantile,US,2 wk ahead inc death,2020-08-02,2020-08-15
0.750,27120,quantile,US,2 wk ahead inc death,2020-08-02,2020-08-15
0.800,28371,quantile,US,2 wk ahead inc death,2020-08-02,2020-08-15
0.850,29958,quantile,US,2 wk ahead inc death,2020-08-02,2020-08-15
0.900,31365,quantile,US,2 wk ahead inc death,2020-08-02,2020-08-15
0.950,34854,quantile,US,2 wk ahead inc death,2020-08-02,2020-08-15
0.975,36934,quantile,US,2 wk ahead inc death,2020-08-02,2020-08-15
0.990,40361,quantile,US,2 wk ahead inc death,2020-08-02,2020-08-15
0.010,10317,quantile,US,3 wk ahead inc death,2020-08-02,2020-08-22
0.025,11335,quantile,US,3 wk ahead inc death,2020-08-02,2020-08-22
