quantile,value,type,location,target,forecast_date,target_end_date
0.010,11214,quantile,US,1 wk ahead inc death,2020-09-27,2020-10-03
0.025,12402,quantile,US,1 wk ahead inc death,2020-09-27,2020-10-03
0.050,13418,quantile,US,1 wk ahead inc death,2020-09-27,2020-10-03
0.100,14320,quantile,US,1 wk ahead inc death,2020-09-27,2020-10-03
0.150,15207,quantile,US,1 wk ahead inc death,2020-09-27,2020-10-03
0.200,15906,quantile,US,1 wk ahead inc death,2020-09-27,2020-10-03
0.250,16454,quantile,US,1 wk ahead inc death,2020-09-27,2020-10-03
0.300,17128,quantile,US,1 wk ahead inc death,2020-09-27,2020-10-03
0.350,17618,quantile,US,1 wk ahead inc death,2020-09-27,2020-10-03
0.400,18161,quantile,US,1 wk ahead inc death,2020-09-27,2020-10-03
0.450,18721,quantile,US,1 wk ahead inc death,2020-09-27,2020-10-03
0.500,19179,quantile,US,1 wk ahead inc death,2020-09-27,2020-10-03
,19179,point,US,1 wk ahead inc death,2020-09-27,2020-10-03
0.550,19733,quantile,US,1 wk ahead inc death,2020-09-27,2020-10-03
0.600,20324,quantile,US,1 wk ahead inc death,2020-09-27,2020-10-03
0.650,20991,quantile,US,1 wk ahead inc death,2020-09-27,2020-10-03
0.700,21577,quantile,US,1 wk ahead inc death,2020-09-27,2020-10-03
0.750,22376,quantile,US,1 wk ahead inc death,2020-09-27,2020-10-03
0.800,23276,quantile,US,1 wk ahead inc death,2020-09-27,2020-10-03
0.850,24238,quantile,US,1 wk ahead inc death,2020-09-27,2020-10-03
0.900,25666,quantile,US,1 wk ahead inc death,2020-09-27,2020-10-03
0.950,28305,quantile,US,1 wk ahead inc death,2020-09-27,2020-10-03
0.975,29642,quantile,US,1 wk ahead inc death,2020-09-27,2020-10-03
0.990,31474,quantile,US,1 wk ahead inc death,2020-09-27,2020-10-03
0.010,10457,quantile,US,2 wk ahead inc death,2020-09-27,2020-10-10
0.025,11290,quantile,US,2 wk ahead inc death,2020-09-27,2020-10-10
0.050,12376,quantile,US,2 wk ahead inc death,2020-09-27,2020-10-10
0.100,13592,quantile,US,2 wk ahead inc death,2020-09-27,2020-10-10
0.150,14533,quantile,US,2 wk ahead inc death,2020-09-27,2020-10-10
0.200,15162,quantile,US,2 wk ahead inc death,2020-09-27,2020-10-10
0.250,15726,quantile,US,2 wk ahead inc death,2020-09-27,2020-10-10
0.300,16294,quantile,US,2 wk ahead inc death,2020-09-27,2020-10-10
0.350,16820,quantile,US,2 wk ahead inc death,2020-09-27,2020-10-10
0.400,17369,quantile,US,2 wk ahead inc death,2020-09-27,2020-10-10
0.450,17884,quantile,US,2 wk ahead inc death,2020-09-27,2020-10-10
0.500,18474,quantile,US,2 wk ahead inc death,2020-09-27,2020-10-10
,18474,point,US,2 wk ahead inc death,2020-09-27,2020-10-10
0.550,19099,quantile,US,2 wk ahead inc death,2020-09-27,2020-10-10
0.600,19677,quantile,US,2 wk ahead inc death,2020-09-27,2020-10-10
0.650,20271,quantile,US,2 wk ahead inc death,2020-09-27,2020-10-10
0.700,20940,quantile,US,2 wk ahead inc death,2020-09-27,2020-10-10
0.750,21778,quantile,US,2 wk ahead inc death,2020-09-27,2020-10-10
0.800,23019,quantile,US,2 wk ahead inc death,2020-09-27,2020-10-10
0.850,24202,quantile,US,2 wk ahead inc death,2020-09-27,2020-10-10
0.900,25927,quantile,US,2 wk ahead inc death,2020-09-27,2020-10-10
0.950,28517,quantile,US,2 wk ahead inc death,2020-09-27,2020-10-10
0.975,31388,quantile,US,2 wk ahead inc death,2020-09-27,2020-10-10
0.990,33792,quantile,US,2 wk ahead inc death,2020-09-27,2020-10-10
0.010,9447,quantile,US,3 wk ahead inc death,2020-09-27,2020-10-17
0.025,10233,quantile,US,3 wk ahead inc death,2020-09-27,2020-10-17
0.050,11321,quantile,US,3 wk ahead inc death,2020-09-27,2020-10-17
0.100,12572,quantile,US,3 wk ahead inc death,2020-09-27,2020-10-17
0.150,13239,quantile,US,3 wk ahead inc death,2020-09-27,2020-10-17
0.200,14070,quantile,US,3 wk ahead inc death,2020-09-27,2020-10-17
0.250,14741,quantile,US,3 wk ahead inc death,2020-09-27,2020-10-17
0.300,15364,quantile,US,3 wk ahead inc death,2020-09-27,2020-10-17
0.350,15808,quantile,US,3 wk ahead inc death,2020-09-27,2020-10-17
0.400,16528,quantile,US,3 wk ahead inc death,2020-09-27,2020-10-17
0.450,17155,quantile,US,3 wk ahead inc death,2020-09-27,2020-10-17
0.500,17806,quantile,US,3 wk ahead inc death,2020-09-27,2020-10-17
,17806,point,US,3 wk ahead inc death,2020-09-27,2020-10-17
0.550,18380,quantile,US,3 wk ahead inc death,2020-09-27,2020-10-17
0.600,19070,quantile,US,3 wk ahead inc death,2020-09-27,2020-10-17
0.650,19788,quantile,US,3 wk ahead inc death,2020-09-27,2020-10-17
0.700,20601,quantile,US,3 wk ahead inc death,2020-09-27,2020-10-17
0.750,21764,quantile,US,3 wk ahead inc death,2020-09-27,2020-10-17
0.800,22841,quantile,US,3 wk ahead inc death,2020-09-27,2020-10-17
0.850,24172,quantile,US,3 wk ahead inc death,2020-09-27,2020-10-17
0.900,26116,quantile,US,3 wk ahead inc death,2020-09-27,2020-10-17
0.950,28248,quantile,US,3 wk ahead inc death,2020-09-27,2020-10-17
0.975,30887,quantile,US,3 wk ahead inc death,2020-09-27,2020-10-17
0.990,33302,quantile,US,3 wk ahead inc death,2020-09-27,2020-10-17
0.010,7792,quantile,US,4 wk ahead inc death,2020-09-27,2020-10-24
0.025,9050,quantile,US,4 wk ahead inc death,2020-09-27,2020-10-24
0.050,9783,quantile,US,4 wk ahead inc death,2020-09-27,2020-10-24
0.100,10863,quantile,US,4 wk ahead inc death,2020-09-27,2020-10-24
0.150,11773,quantile,US,4 wk ahead inc death,2020-09-27,2020-10-24
0.200,12640,quantile,US,4 wk ahead inc death,2020-09-27,2020-10-24
0.250,13328,quantile,US,4 wk ahead inc death,2020-09-27,2020-10-24
0.300,14224,quantile,US,4 wk ahead inc death,2020-09-27,2020-10-24
0.350,14995,quantile,US,4 wk ahead inc death,2020-09-27,2020-10-24
0.400,15802,quantile,US,4 wk ahead inc death,2020-09-27,2020-10-24
0.450,16668,quantile,US,4 wk ahead inc death,2020-09-27,2020-10-24
0.500,17452,quantile,US,4 wk ahead inc death,2020-09-27,2020-10-24
,17452,point,US,4 wk ahead inc death,2020-09-27,2020-10-24
0.550,18131,quantile,US,4 wk ahead inc death,2020-09-27,2020-10-24
0.600,19022,quantile,US,4 wk ahead inc death,2020-09-27,2020-10-24
0.650,19917,quantile,US,4 wk ahead inc death,2020-09-27,2020-10-24
0.700,20989,quantile,US,4 wk ahead inc death,2020-09-27,2020-10-24
0.750,21779,quantile,US,4 wk ahead inc death,2020-09-27,2020-10-24
0.800,23266,quantile,US,4 wk ahead inc death,2020-09-27,2020-10-24
0.850,25108,quantile,US,4 wk ahead inc death,2020-09-27,2020-10-24
0.900,27069,quantile,US,4 wk ahead inc death,2020-09-27,2020-10-24
0.950,30236,quantile,US,4 wk ahead inc death,2020-09-27,2020-10-24
0.975,32740,quantile,US,4 wk ahead inc death,2020-09-27,2020-10-24
0.990,35040,quantile,US,4 wk ahead inc death,2020-09-27,2020-10-24
0.010,3,quantile,02,1 wk ahead inc death,2020-09-27,2020-10-03
0.025,4,quantile,02,1 wk ahead inc death,2020-09-27,2020-10-03
0.050,5,quantile,02,1 wk ahead inc death,2020-09-27,2020-10-03
0.100,7,quantile,02,1 wk ahead inc death,2020-09-27,2020-10-03
