quantile,value,type,location,target,forecast_date,target_end_date
0.010,7291,quantile,US,1 wk ahead inc death,2020-06-28,2020-07-04
0.025,8142,quantile,US,1 wk ahead inc death,2020-06-28,2020-07-04
0.050,8736,quantile,US,1 wk ahead inc death,2020-06-28,2020-07-04
0.100,9787,quantile,US,1 wk ahead inc death,2020-06-28,2020-07-04
0.150,10643,quantile,US,1 wk ahead inc death,2020-06-28,2020-07-04
0.200,11203,quantile,US,1 wk ahead inc death,2020-06-28,2020-07-04
0.250,11705,quantile,US,1 wk ahead inc death,2020-06-28,2020-07-04
0.300,12123,quantile,US,1 wk ahead inc death,2020-06-28,2020-07-04
0.350,12651,quantile,US,1 wk ahead inc death,2020-06-28,2020-07-04
0.400,12993,quantile,US,1 wk ahead inc death,2020-06-28,2020-07-04
0.450,13469,quantile,US,1 wk ahead inc death,2020-06-28,2020-07-04
0.500,13934,quantile,US,1 wk ahead inc death,2020-06-28,2020-07-04
,13934,point,US,1 wk ahead inc death,2020-06-28,2020-07-04
0.550,14445,quantile,US,1 wk ahead inc death,2020-06-28,2020-07-04
0.600,14984,quantile,US,1 wk ahead inc death,2020-06-28,2020-07-04
0.650,15504,quantile,US,1 wk ahead inc death,2020-06-28,2020-07-04
0.700,16141,quantile,US,1 wk ahead inc death,2020-06-28,2020-07-04
0.750,16857,quantile,US,1 wk ahead inc death,2020-06-28,2020-07-04
0.800,17506,quantile,US,1 wk ahead inc death,2020-06-28,2020-07-04
0.850,18506,quantile,US,1 wk ahead inc death,2020-06-28,2020-07-04
0.900,19524,quantile,US,1 wk ahead inc death,2020-06-28,2020-07-04
0.950,21296,quantile,US,1 wk ahead inc death,2020-06-28,2020-07-04
0.975,22706,quantile,US,1 wk ahead inc death,2020-06-28,2020-07-04
0.990,25420,quantile,US,1 wk ahead inc death,2020-06-28,2020-07-04
0.010,7204,quantile,US,2 wk ahead inc death,2020-06-28,2020-07-11
0.025,7880,quantile,US,2 wk ahead inc death,2020-06-28,2020-07-11
0.050,9014,quantile,US,2 wk ahead inc death,2020-06-28,2020-07-11
0.100,10150,quantile,US,2 wk ahead inc death,2020-06-28,2020-07-11
0.150,11186,quantile,US,2 wk ahead inc death,2020-06-28,2020-07-11
0.200,11874,quantile,US,2 wk ahead inc death,2020-06-28,2020-07-11
0.250,12431,quantile,US,2 wk ahead inc death,2020-06-28,2020-07-11
0.300,12990,quantile,US,2 wk ahead inc death,2020-06-28,2020-07-11
0.350,13398,quantile,US,2 wk ahead inc death,2020-06-28,2020-07-11
0.400,13988,quantile,US,2 wk ahead inc death,2020-06-28,2020-07-11
0.450,14544,quantile,US,2 wk ahead inc death,2020-06-28,2020-07-11
0.500,15116,quantile,US,2 wk ahead inc death,2020-06-28,2020-07-11
,15116,point,US,2 wk ahead inc death,2020-06-28,2020-07-11
0.550,15914,quantile,US,2 wk ahead inc death,2020-06-28,2020-07-11
0.600,16599,quantile,US,2 wk ahead inc death,2020-06-28,2020-07-11
0.650,17181,quantile,US,2 wk ahead inc death,2020-06-28,2020-07-11
0.700,18071,quantile,US,2 wk ahead inc death,2020-06-28,2020-07-11
0.750,19091,quantile,US,2 wk ahead inc death,2020-06-28,2020-07-11
0.800,19980,quantile,US,2 wk ahead inc death,2020-06-28,2020-07-11
0.850,21325,quantile,US,2 wk ahead inc death,2020-06-28,2020-07-11
0.900,23081,quantile,US,2 wk ahead inc death,2020-06-28,2020-07-11
0.950,25445,quantile,US,2 wk ahead inc death,2020-06-28,2020-07-11
0.975,27421,quantile,US,2 wk ahead inc death,2020-06-28,2020-07-11
0.990,28753,quantile,US,2 wk ahead inc death,2020-06-28,2020-07-11
0.010,6794,quantile,US,3 wk ahead inc death,2020-06-28,2020-07-18
0.025,7926,quantile,US,3 wk ahead inc death,2020-06-28,2020-07-18
0.050,8652,quantile,US,3 wk ahead inc death,2020-06-28,2020-07-18
0.100,10191,quantile,US,3 wk ahead inc death,2020-06-28,2020-07-18
0.150,11379,quantile,US,3 wk ahead inc death,2020-06-28,2020-07-18
0.200,12292,quantile,US,3 wk ahead inc death,2020-06-28,2020-07-18
0.250,13184,quantile,US,3 wk ahead inc death,2020-06-28,2020-07-18
0.300,14150,quantile,US,3 wk ahead inc death,2020-06-28,2020-07-18
0.350,15026,quantile,US,3 wk ahead inc death,2020-06-28,2020-07-18
0.400,15916,quantile,US,3 wk ahead inc death,2020-06-28,2020-07-18
0.450,16758,quantile,US,3 wk ahead inc death,2020-06-28,2020-07-18
0.500,17584,quantile,US,3 wk ahead inc death,2020-06-28,2020-07-18
,17584,point,US,3 wk ahead inc death,2020-06-28,2020-07-18
0.550,18868,quantile,US,3 wk ahead inc death,2020-06-28,2020-07-18
0.600,19938,quantile,US,3 wk ahead inc death,2020-06-28,2020-07-18
0.650,21197,quantile,US,3 wk ahead inc death,2020-06-28,2020-07-18
0.700,22112,quantile,US,3 wk ahead inc death,2020-06-28,2020-07-18
0.750,23140,quantile,US,3 wk ahead inc death,2020-06-28,2020-07-18
0.800,24675,quantile,US,3 wk ahead inc death,2020-06-28,2020-07-18
0.850,26999,quantile,US,3 wk ahead inc death,2020-06-28,2020-07-18
0.900,28720,quantile,US,3 wk ahead inc death,2020-06-28,2020-07-18
0.950,32239,quantile,US,3 wk ahead inc death,2020-06-28,2020-07-18
0.975,37956,quantile,US,3 wk ahead inc death,2020-06-28,2020-07-18
0.990,41985,quantile,US,3 wk ahead inc death,2020-06-28,2020-07-18
0.010,6382,quantile,US,4 wk ahead inc death,2020-06-28,2020-07-25
0.025,7221,quantile,US,4 wk ahead inc death,2020-06-28,2020-07-25
0.050,8362,quantile,US,4 wk ahead inc death,2020-06-28,2020-07-25
0.100,9912,quantile,US,4 wk ahead inc death,2020-06-28,2020-07-25
0.150,11432,quantile,US,4 wk ahead inc death,2020-06-28,2020-07-25
0.200,12933,quantile,US,4 wk ahead inc death,2020-06-28,2020-07-25
0.250,14185,quantile,US,4 wk ahead inc death,2020-06-28,2020-07-25
0.300,15475,quantile,US,4 wk ahead inc death,2020-06-28,2020-07-25
0.350,17029,quantile,US,4 wk ahead inc death,2020-06-28,2020-07-25
0.400,18436,quantile,US,4 wk ahead inc death,2020-06-28,2020-07-25
0.450,19816,quantile,US,4 wk ahead inc death,2020-06-28,2020-07-25
0.500,21588,quantile,US,4 wk ahead inc death,2020-06-28,2020-07-25
,21588,point,US,4 wk ahead inc death,2020-06-28,2020-07-25
0.550,23023,quantile,US,4 wk ahead inc death,2020-06-28,2020-07-25
0.600,24952,quantile,US,4 wk ahead inc death,2020-06-28,2020-07-25
0.650,26869,quantile,US,4 wk ahead inc death,2020-06-28,2020-07-25
0.700,28853,quantile,US,4 wk ahead inc death,2020-06-28,2020-07-25
0.750,31179,quantile,US,4 wk ahead inc death,2020-06-28,2020-07-25
0.800,34205,quantile,US,4 wk ahead inc death,2020-06-28,2020-07-25
0.850,37746,quantile,US,4 wk ahead inc death,2020-06-28,2020-07-25
0.900,41236,quantile,US,4 wk ahead inc death,2020-06-28,2020-07-25
0.950,47419,quantile,US,4 wk ahead inc death,2020-06-28,2020-07-25
0.975,54971,quantile,US,4 wk ahead inc death,2020-06-28,2020-07-25
0.990,62506,quantile,US,4 wk ahead inc death,2020-06-28,2020-07-25
0.010,0,quantile,02,1 wk ahead inc death,2020-06-28,2020-07-04
0.025,0,quantile,02,1 wk ahead inc death,2020-06-28,2020-07-04
0.050,0,quantile,02,1 wk ahead inc death,2020-06-28,2020-07-04
0.100,1,quantile,02,1 wk ahead inc death,2020-06-28,2020-07-04
0.150,1,quantile,02,1 wk ahead inc death,2020-06-28,2020-07-04
0.200,1,quantile,02,1 wk ahead inc death,2020-06-28,2020-07-04
0.250,1,quantile,02,1 wk ahead inc death,2020-06-28,2020-07-04
0.300,2,quantile,02,1 wk ahead inc death,2020-06-28,2020-07-04
0.350,2,quantile,02,1 wk ahead inc death,2020-06-28,2020-07-04
0.400,2,quantile,02,1 wk ahead inc death,2020-06-28,2020-07-04
0.450,3,quantile,02,1 wk ahead inc death,2020-06-28,2020-07-04
0.500,3,quantile,02,1 wk ahead inc death,2020-06-28,2020-07-04
,3,point,02,1 wk ahead inc death,2020-06-28,2020-07-04
0.550,3,quantile,02,1 wk ahead inc death,2020-06-28,2020-07-04
0.600,4,quantile,02,1 wk ahead inc death,2020-06-28,2020-07-04
0.650,4,quantile,02,1 wk ahead inc death,2020-06-28,2020-07-04
0.700,4,quantile,02,1 wk ahead inc death,2020-06-28,2020-07-04
0.750,5,quantile,02,1 wk ahead inc death,2020-06-28,2020-07-04
0.800,5,quantile,02,1 wk ahead inc death,2020-06-28,2020-07-04
0.850,6,quantile,02,1 wk ahead inc death,2020-06-28,2020-07-04
0.900,7,quantile,02,1 wk ahead inc death,2020-06-28,2020-07-04
0.950,8,quantile,02,1 wk ahead inc death,2020-06-28,2020-07-04
0.975,10,quantile,02,1 wk ahead inc death,2020-06-28,2020-07-04
0.990,11,quantile,02,1 wk ahead inc death,2020-06-28,2020-07-04
0.010,0,quantile,02,2 wk ahead inc death,2020-06-28,2020-07-11
0.025,0,quantile,02,2 wk ahead inc death,2020-06-28,2020-07-11
0.050,0,quantile,02,2 wk ahead inc death,2020-06-28,2020-07-11
0.100,1,quantile,02,2 wk ahead inc death,2020-06-28,2020-07-11
0.150,1,quantile,02,2 wk ahead inc death,2020-06-28,2020-07-11
0.200,1,quantile,02,2 wk ahead inc death,2020-06-28,2020-07-11
0.250,2,quantile,02,2 wk ahead inc death,2020-06-28,2020-07-11
0.300,2,quantile,02,2 wk ahead inc death,2020-06-28,2020-07-11
0.350,2,quantile,02,2 wk ahead inc death,2020-06-28,2020-07-11
0.400,3,quantile,02,2 wk ahead inc death,2020-06-28,2020-07-11
0.450,3,quantile,02,2 wk ahead inc death,2020-06-28,2020-07-11
0.500,3,quantile,02,2 wk ahead inc death,2020-06-28,2020-07-11
,3,point,02,2 wk ahead inc death,2020-06-28,2020-07-11
0.550,4,quantile,02,2 wk ahead inc death,2020-06-28,2020-07-11
0.600,4,quantile,02,2 wk ahead inc death,2020-06-28,2020-07-11
0.650,5,quantile,02,2 wk ahead inc death,2020-06-28,2020-07-11
0.700,5,quantile,02,2 wk ahead inc death,2020-06-28,2020-07-11
0.750,6,quantile,02,2 wk ahead inc death,2020-06-28,2020-07-11
0.800,7,quantile,02,2 wk ahead inc death,2020-06-28,2020-07-11
0.850,7,quantile,02,2 wk ahead inc death,2020-06-28,2020-07-11
0.900,9,quantile,02,2 wk ahead inc death,2020-06-28,2020-07-11
0.950,10,quantile,02,2 wk ahead inc death,2020-06-28,2020-07-11
0.975,13,quantile,02,2 wk ahead inc death,2020-06-28,2020-07-11
0.990,16,quantile,02,2 wk ahead inc death,2020-06-28,2020-07-11
0.010,0,quantile,02,3 wk ahead inc death,2020-06-28,2020-07-18
0.025,0,quantile,02,3 wk ahead inc death,2020-06-28,2020-07-18
0.050,0,quantile,02,3 wk ahead inc death,2020-06-28,2020-07-18
0.100,1,quantile,02,3 wk ahead inc death,2020-06-28,2020-07-18
0.150,1,quantile,02,3 wk ahead inc death,2020-06-28,2020-07-18
0.200,2,quantile,02,3 wk ahead inc death,2020-06-28,2020-07-18
0.250,2,quantile,02,3 wk ahead inc death,2020-06-28,2020-07-18
