quantile,value,type,location,target,forecast_date,target_end_date
0.010,6244,quantile,US,1 wk ahead inc death,2020-05-10,2020-05-16
0.025,7120,quantile,US,1 wk ahead inc death,2020-05-10,2020-05-16
0.050,7958,quantile,US,1 wk ahead inc death,2020-05-10,2020-05-16
0.100,9182,quantile,US,1 wk ahead inc death,2020-05-10,2020-05-16
0.150,10089,quantile,US,1 wk ahead inc death,2020-05-10,2020-05-16
0.200,11303,quantile,US,1 wk ahead inc death,2020-05-10,2020-05-16
0.250,12102,quantile,US,1 wk ahead inc death,2020-05-10,2020-05-16
0.300,12865,quantile,US,1 wk ahead inc death,2020-05-10,2020-05-16
0.350,13472,quantile,US,1 wk ahead inc death,2020-05-10,2020-05-16
0.400,14020,quantile,US,1 wk ahead inc death,2020-05-10,2020-05-16
0.450,14614,quantile,US,1 wk ahead inc death,2020-05-10,2020-05-16
0.500,15355,quantile,US,1 wk ahead inc death,2020-05-10,2020-05-16
,15355,point,US,1 wk ahead inc death,2020-05-10,2020-05-16
0.550,16297,quantile,US,1 wk ahead inc death,2020-05-10,2020-05-16
0.600,17163,quantile,US,1 wk ahead inc death,2020-05-10,2020-05-16
0.650,17933,quantile,US,1 wk ahead inc death,2020-05-10,2020-05-16
0.700,18766,quantile,US,1 wk ahead inc death,2020-05-10,2020-05-16
0.750,19753,quantile,US,1 wk ahead inc death,2020-05-10,2020-05-16
0.800,20825,quantile,US,1 wk ahead inc death,2020-05-10,2020-05-16
0.850,22123,quantile,US,1 wk ahead inc death,2020-05-10,2020-05-16
0.900,23719,quantile,US,1 wk ahead inc death,2020-05-10,2020-05-16
0.950,26052,quantile,US,1 wk ahead inc death,2020-05-10,2020-05-16
0.975,28182,quantile,US,1 wk ahead inc death,2020-05-10,2020-05-16
0.990,32162,quantile,US,1 wk ahead inc death,2020-05-10,2020-05-16
0.010,4946,quantile,US,2 wk ahead inc death,2020-05-10,2020-05-23
0.025,5468,quantile,US,2 wk ahead inc death,2020-05-10,2020-05-23
0.050,6329,quantile,US,2 wk ahead inc death,2020-05-10,2020-05-23
0.100,7380,quantile,US,2 wk ahead inc death,2020-05-10,2020-05-23
0.150,8270,quantile,US,2 wk ahead inc death,2020-05-10,2020-05-23
0.200,9208,quantile,US,2 wk ahead inc death,2020-05-10,2020-05-23
0.250,9913,quantile,US,2 wk ahead inc death,2020-05-10,2020-05-23
0.300,10682,quantile,US,2 wk ahead inc death,2020-05-10,2020-05-23
0.350,11208,quantile,US,2 wk ahead inc death,2020-05-10,2020-05-23
0.400,11897,quantile,US,2 wk ahead inc death,2020-05-10,2020-05-23
0.450,12489,quantile,US,2 wk ahead inc death,2020-05-10,2020-05-23
0.500,13125,quantile,US,2 wk ahead inc death,2020-05-10,2020-05-23
,13125,point,US,2 wk ahead inc death,2020-05-10,2020-05-23
0.550,13604,quantile,US,2 wk ahead inc death,2020-05-10,2020-05-23
0.600,14151,quantile,US,2 wk ahead inc death,2020-05-10,2020-05-23
0.650,14710,quantile,US,2 wk ahead inc death,2020-05-10,2020-05-23
0.700,15305,quantile,US,2 wk ahead inc death,2020-05-10,2020-05-23
0.750,15972,quantile,US,2 wk ahead inc death,2020-05-10,2020-05-23
0.800,16732,quantile,US,2 wk ahead inc death,2020-05-10,2020-05-23
0.850,17871,quantile,US,2 wk ahead inc death,2020-05-10,2020-05-23
0.900,19219,quantile,US,2 wk ahead inc death,2020-05-10,2020-05-23
0.950,21367,quantile,US,2 wk ahead inc death,2020-05-10,2020-05-23
0.975,23833,quantile,US,2 wk ahead inc death,2020-05-10,2020-05-23
0.990,27868,quantile,US,2 wk ahead inc death,2020-05-10,2020-05-23
0.010,3470,quantile,US,3 wk ahead inc death,2020-05-10,2020-05-30
0.025,3911,quantile,US,3 wk ahead inc death,2020-05-10,2020-05-30
