quantile,value,type,location,target,forecast_date,target_end_date
0.010,3662,quantile,US,1 wk ahead inc death,2020-06-07,2020-06-13
0.025,3893,quantile,US,1 wk ahead inc death,2020-06-07,2020-06-13
0.050,4045,quantile,US,1 wk ahead inc death,2020-06-07,2020-06-13
0.100,4332,quantile,US,1 wk ahead inc death,2020-06-07,2020-06-13
0.150,4495,quantile,US,1 wk ahead inc death,2020-06-07,2020-06-13
0.200,4614,quantile,US,1 wk ahead inc death,2020-06-07,2020-06-13
0.250,4694,quantile,US,1 wk ahead inc death,2020-06-07,2020-06-13
0.300,4800,quantile,US,1 wk ahead inc death,2020-06-07,2020-06-13
0.350,4914,quantile,US,1 wk ahead inc death,2020-06-07,2020-06-13
0.400,5036,quantile,US,1 wk ahead inc death,2020-06-07,2020-06-13
0.450,5110,quantile,US,1 wk ahead inc death,2020-06-07,2020-06-13
0.500,5226,quantile,US,1 wk ahead inc death,2020-06-07,2020-06-13
,5226,point,US,1 wk ahead inc death,2020-06-07,2020-06-13
0.550,5363,quantile,US,1 wk ahead inc death,2020-06-07,2020-06-13
0.600,5455,quantile,US,1 wk ahead inc death,2020-06-07,2020-06-13
0.650,5543,quantile,US,1 wk ahead inc death,2020-06-07,2020-06-13
0.700,5669,quantile,US,1 wk ahead inc death,2020-06-07,2020-06-13
0.750,5799,quantile,US,1 wk ahead inc death,2020-06-07,2020-06-13
0.800,5969,quantile,US,1 wk ahead inc death,2020-06-07,2020-06-13
0.850,6123,quantile,US,1 wk ahead inc death,2020-06-07,2020-06-13
0.900,6318,quantile,US,1 wk ahead inc death,2020-06-07,2020-06-13
0.950,6669,quantile,US,1 wk ahead inc death,2020-06-07,2020-06-13
0.975,6984,quantile,US,1 wk ahead inc death,2020-06-07,2020-06-13
0.990,7389,quantile,US,1 wk ahead inc death,2020-06-07,2020-06-13
0.010,2894,quantile,US,2 wk ahead inc death,2020-06-07,2020-06-20
0.025,3176,quantile,US,2 wk ahead inc death,2020-06-07,2020-06-20
0.050,3354,quantile,US,2 wk ahead inc death,2020-06-07,2020-06-20
0.100,3601,quantile,US,2 wk ahead inc death,2020-06-07,2020-06-20
0.150,3791,quantile,US,2 wk ahead inc death,2020-06-07,2020-06-20
0.200,3955,quantile,US,2 wk ahead inc death,2020-06-07,2020-06-20
0.250,4088,quantile,US,2 wk ahead inc death,2020-06-07,2020-06-20
0.300,4215,quantile,US,2 wk ahead inc death,2020-06-07,2020-06-20
0.350,4319,quantile,US,2 wk ahead inc death,2020-06-07,2020-06-20
0.400,4450,quantile,US,2 wk ahead inc death,2020-06-07,2020-06-20
0.450,4556,quantile,US,2 wk ahead inc death,2020-06-07,2020-06-20
0.500,4674,quantile,US,2 wk ahead inc death,2020-06-07,2020-06-20
,4674,point,US,2 wk ahead inc death,2020-06-07,2020-06-20
0.550,4786,quantile,US,2 wk ahead inc death,2020-06-07,2020-06-20
0.600,4910,quantile,US,2 wk ahead inc death,2020-06-07,2020-06-20
0.650,5018,quantile,US,2 wk ahead inc death,2020-06-07,2020-06-20
0.700,5145,quantile,US,2 wk ahead inc death,2020-06-07,2020-06-20
0.750,5300,quantile,US,2 wk ahead inc death,2020-06-07,2020-06-20
0.800,5488,quantile,US,2 wk ahead inc death,2020-06-07,2020-06-20
0.850,5682,quantile,US,2 wk ahead inc death,2020-06-07,2020-06-20
0.900,5928,quantile,US,2 wk ahead inc death,2020-06-07,2020-06-20
0.950,6397,quantile,US,2 wk ahead inc death,2020-06-07,2020-06-20
0.975,6700,quantile,US,2 wk ahead inc death,2020-06-07,2020-06-20
0.990,7244,quantile,US,2 wk ahead inc death,2020-06-07,2020-06-20
0.010,2404,quantile,US,3 wk ahead inc death,2020-06-07,2020-06-27
0.025,2587,quantile,US,3 wk ahead inc death,2020-06-07,2020-06-27
0.050,2741,quantile,US,3 wk ahead inc death,2020-06-07,2020-06-27
0.100,2977,quantile,US,3 wk ahead inc death,2020-06-07,2020-06-27
0.150,3160,quantile,US,3 wk ahead inc death,2020-06-07,2020-06-27
0.200,3306,quantile,US,3 wk ahead inc death,2020-06-07,2020-06-27
0.250,3438,quantile,US,3 wk ahead inc death,2020-06-07,2020-06-27
