quantile,value,type,location,target,forecast_date,target_end_date
0.010,3610,quantile,US,1 wk ahead inc death,2020-09-27,2020-10-03
0.025,3910,quantile,US,1 wk ahead inc death,2020-09-27,2020-10-03
0.050,4073,quantile,US,1 wk ahead inc death,2020-09-27,2020-10-03
0.100,4235,quantile,US,1 wk ahead inc death,2020-09-27,2020-10-03
0.150,4406,quantile,US,1 wk ahead inc death,2020-09-27,2020-10-03
0.200,4521,quantile,US,1 wk ahead inc death,2020-09-27,2020-10-03
0.250,4640,quantile,US,1 wk ahead inc death,2020-09-27,2020-10-03
0.300,4742,quantile,US,1 wk ahead inc death,2020-09-27,2020-10-03
0.350,4838,quantile,US,1 wk ahead inc death,2020-09-27,2020-10-03
0.400,4923,quantile,US,1 wk ahead inc death,2020-09-27,2020-10-03
0.450,5009,quantile,US,1 wk ahead inc death,2020-09-27,2020-10-03
0.500,5126,quantile,US,1 wk ahead inc death,2020-09-27,2020-10-03
,5126,point,US,1 wk ahead inc death,2020-09-27,2020-10-03
0.550,5209,quantile,US,1 wk ahead inc death,2020-09-27,2020-10-03
0.600,5305,quantile,US,1 wk ahead inc death,2020-09-27,2020-10-03
0.650,5415,quantile,US,1 wk ahead inc death,2020-09-27,2020-10-03
0.700,5521,quantile,US,1 wk ahead inc death,2020-09-27,2020-10-03
0.750,5650,quantile,US,1 wk ahead inc death,2020-09-27,2020-10-03
0.800,5789,quantile,US,1 wk ahead inc death,2020-09-27,2020-10-03
0.850,5957,quantile,US,1 wk ahead inc death,2020-09-27,2020-10-03
0.900,6166,quantile,US,1 wk ahead inc death,2020-09-27,2020-10-03
0.950,6432,quantile,US,1 wk ahead inc death,2020-09-27,2020-10-03
0.975,6759,quantile,US,1 wk ahead inc death,2020-09-27,2020-10-03
0.990,6994,quantile,US,1 wk ahead inc death,2020-09-27,2020-10-03
0.010,3236,quantile,US,2 wk ahead inc death,2020-09-27,2020-10-10
0.025,3498,quantile,US,2 wk ahead inc death,2020-09-27,2020-10-10
0.050,3680,quantile,US,2 wk ahead inc death,2020-09-27,2020-10-10
0.100,3887,quantile,US,2 wk ahead inc death,2020-09-27,2020-10-10
0.150,4086,quantile,US,2 wk ahead inc death,2020-09-27,2020-10-10
0.200,4248,quantile,US,2 wk ahead inc death,2020-09-27,2020-10-10
0.250,4404,quantile,US,2 wk ahead inc death,2020-09-27,2020-10-10
0.300,4534,quantile,US,2 wk ahead inc death,2020-09-27,2020-10-10
0.350,4648,quantile,US,2 wk ahead inc death,2020-09-27,2020-10-10
0.400,4786,quantile,US,2 wk ahead inc death,2020-09-27,2020-10-10
0.450,4873,quantile,US,2 wk ahead inc death,2020-09-27,2020-10-10
0.500,4984,quantile,US,2 wk ahead inc death,2020-09-27,2020-10-10
,4984,point,US,2 wk ahead inc death,2020-09-27,2020-10-10
0.550,5091,quantile,US,2 wk ahead inc death,2020-09-27,2020-10-10
0.600,5202,quantile,US,2 wk ahead inc death,2020-09-27,2020-10-10
0.650,5319,quantile,US,2 wk ahead inc death,2020-09-27,2020-10-10
0.700,5451,quantile,US,2 wk ahead inc death,2020-09-27,2020-10-10
0.750,5594,quantile,US,2 wk ahead inc death,2020-09-27,2020-10-10
0.800,5777,quantile,US,2 wk ahead inc death,2020-09-27,2020-10-10
0.850,5943,quantile,US,2 wk ahead inc death,2020-09-27,2020-10-10
0.900,6187,quantile,US,2 wk ahead inc death,2020-09-27,2020-10-10
0.950,6545,quantile,US,2 wk ahead inc death,2020-09-27,2020-10-10
0.975,6848,quantile,US,2 wk ahead inc death,2020-09-27,2020-10-10
0.990,7191,quantile,US,2 wk ahead inc death,2020-09-27,2020-10-10
0.010,2788,quantile,US,3 wk ahead inc death,2020-09-27,2020-10-17
0.025,3055,quantile,US,3 wk ahead inc death,2020-09-27,2020-10-17
0.050,3279,quantile,US,3 wk ahead inc death,2020-09-27,2020-10-17
0.100,3554,quantile,US,3 wk ahead inc death,2020-09-27,2020-10-17
0.150,3728,quantile,US,3 wk ahead inc death,2020-09-27,2020-10-17
0.200,3894,quantile,US,3 wk ahead inc death,2020-09-27,2020-10-17
0.250,4074,quantile,US,3 wk ahead inc death,2020-09-27,2020-10-17
0.300,4217,quantile,US,3 wk ahead inc death,2020-09-27,2020-10-17
0.350,4316,quantile,US,3 wk ahead inc death,2020-09-27,2020-10-17
0.400,4474,quantile,US,3 wk ahead inc death,2020-09-27,2020-10-17
0.450,4600,quantile,US,3 wk ahead inc death,2020-09-27,2020-10-17
0.500,4740,quantile,US,3 wk ahead inc death,2020-09-27,2020-10-17
,4740,point,US,3 wk ahead inc death,2020-09-27,2020-10-17
0.550,4874,quantile,US,3 wk ahead inc death,2020-09-27,2020-10-17
0.600,5029,quantile,US,3 wk ahead inc death,2020-09-27,2020-10-17
0.650,5177,quantile,US,3 wk ahead inc death,2020-09-27,2020-10-17
0.700,5318,quantile,US,3 wk ahead inc death,2020-09-27,2020-10-17
0.750,5543,quantile,US,3 wk ahead inc death,2020-09-27,2020-10-17
0.800,5806,quantile,US,3 wk ahead inc death,2020-09-27,2020-10-17
0.850,6108,quantile,US,3 wk ahead inc death,2020-09-27,2020-10-17
0.900,6431,quantile,US,3 wk ahead inc death,2020-09-27,2020-10-17
0.950,6839,quantile,US,3 wk ahead inc death,2020-09-27,2020-10-17
0.975,7312,quantile,US,3 wk ahead inc death,2020-09-27,2020-10-17
0.990,7803,quantile,US,3 wk ahead inc death,2020-09-27,2020-10-17
0.010,2245,quantile,US,4 wk ahead inc death,2020-09-27,2020-10-24
0.025,2460,quantile,US,4 wk ahead inc death,2020-09-27,2020-10-24
0.050,2719,quantile,US,4 wk ahead inc death,2020-09-27,2020-10-24
0.100,3074,quantile,US,4 wk ahead inc death,2020-09-27,2020-10-24
0.150,3314,quantile,US,4 wk ahead inc death,2020-09-27,2020-10-24
0.200,3506,quantile,US,4 wk ahead inc death,2020-09-27,2020-10-24
0.250,3696,quantile,US,4 wk ahead inc death,2020-09-27,2020-10-24
0.300,3886,quantile,US,4 wk ahead inc death,2020-09-27,2020-10-24
0.350,4032,quantile,US,4 wk ahead inc death,2020-09-27,2020-10-24
0.400,4165,quantile,US,4 wk ahead inc death,2020-09-27,2020-10-24
0.450,4389,quantile,US,4 wk ahead inc death,2020-09-27,2020-10-24
0.500,4584,quantile,US,4 wk ahead inc death,2020-09-27,2020-10-24
,4584,point,US,4 wk ahead inc death,2020-09-27,2020-10-24
0.550,4795,quantile,US,4 wk ahead inc death,2020-09-27,2020-10-24
0.600,5061,quantile,US,4 wk ahead inc death,2020-09-27,2020-10-24
0.650,5277,quantile,US,4 wk ahead inc death,2020-09-27,2020-10-24
0.700,5500,quantile,US,4 wk ahead inc death,2020-09-27,2020-10-24
0.750,5760,quantile,US,4 wk ahead inc death,2020-09-27,2020-10-24
0.800,6005,quantile,US,4 wk ahead inc death,2020-09-27,2020-10-24
0.850,6417,quantile,US,4 wk ahead inc death,2020-09-27,2020-10-24
0.900,6794,quantile,US,4 wk ahead inc death,2020-09-27,2020-10-24
0.950,7334,quantile,US,4 wk ahead inc death,2020-09-27,2020-10-24
0.975,8054,quantile,US,4 wk ahead inc death,2020-09-27,2020-10-24
0.990,8868,quantile,US,4 wk ahead inc death,2020-09-27,2020-10-24
0.010,0,quantile,02,1 wk ahead inc death,2020-09-27,2020-10-03
0.025,1,quantile,02,1 wk ahead inc death,2020-09-27,2020-10-03
0.050,1,quantile,02,1 wk ahead inc death,2020-09-27,2020-10-03
0.100,2,quantile,02,1 wk ahead inc death,2020-09-27,2020-10-03
0.150,2,quantile,02,1 wk ahead inc death,2020-09-27,2020-10-03
0.200,3,quantile,02,1 wk ahead inc death,2020-09-27,2020-10-03
0.250,3,quantile,02,1 wk ahead inc death,2020-09-27,2020-10-03
0.300,4,quantile,02,1 wk ahead inc death,2020-09-27,2020-10-03
0.350,4,quantile,02,1 wk ahead inc death,2020-09-27,2020-10-03
0.400,4,quantile,02,1 wk ahead inc death,2020-09-27,2020-10-03
0.450,5,quantile,02,1 wk ahead inc death,2020-09-27,2020-10-03
0.500,5,quantile,02,1 wk ahead inc death,2020-09-27,2020-10-03
,5,point,02,1 wk ahead inc death,2020-09-27,2020-10-03
0.550,5,quantile,02,1 wk ahead inc death,2020-09-27,2020-10-03
0.600,6,quantile,02,1 wk ahead inc death,2020-09-27,2020-10-03
0.650,6,quantile,02,1 wk ahead inc death,2020-09-27,2020-10-03
0.700,7,quantile,02,1 wk ahead inc death,2020-09-27,2020-10-03
0.750,7,quantile,02,1 wk ahead inc death,2020-09-27,2020-10-03
0.800,8,quantile,02,1 wk ahead inc death,2020-09-27,2020-10-03
0.850,9,quantile,02,1 wk ahead inc death,2020-09-27,2020-10-03
0.900,10,quantile,02,1 wk ahead inc death,2020-09-27,2020-10-03
0.950,12,quantile,02,1 wk ahead inc death,2020-09-27,2020-10-03
0.975,14,quantile,02,1 wk ahead inc death,2020-09-27,2020-10-03
0.990,15,quantile,02,1 wk ahead inc death,2020-09-27,2020-10-03
0.010,1,quantile,02,2 wk ahead inc death,2020-09-27,2020-10-10
0.025,1,quantile,02,2 wk ahead inc death,2020-09-27,2020-10-10
0.050,2,quantile,02,2 wk ahead inc death,2020-09-27,2020-10-10
0.100,3,quantile,02,2 wk ahead inc death,2020-09-27,2020-10-10
0.150,3,quantile,02,2 wk ahead inc death,2020-09-27,2020-10-10
0.200,4,quantile,02,2 wk ahead inc death,2020-09-27,2020-10-10
0.250,4,quantile,02,2 wk ahead inc death,2020-09-27,2020-10-10
0.300,4,quantile,02,2 wk ahead inc death,2020-09-27,2020-10-10
0.350,5,quantile,02,2 wk ahead inc death,2020-09-27,2020-10-10
0.400,5,quantile,02,2 wk ahead inc death,2020-09-27,2020-10-10
0.450,6,quantile,02,2 wk ahead inc death,2020-09-27,2020-10-10
0.500,6,quantile,02,2 wk ahead inc death,2020-09-27,2020-10-10
,6,point,02,2 wk ahead inc death,2020-09-27,2020-10-10
0.550,7,quantile,02,2 wk ahead inc death,2020-09-27,2020-10-10
0.600,7,quantile,02,2 wk ahead inc death,2020-09-27,2020-10-10
0.650,8,quantile,02,2 wk ahead inc death,2020-09-27,2020-10-10
0.700,8,quantile,02,2 wk ahead inc death,2020-09-27,2020-10-10
0.750,9,quantile,02,2 wk ahead inc death,2020-09-27,2020-10-10
0.800,10,quantile,02,2 wk ahead inc death,2020-09-27,2020-10-10
0.850,11,quantile,02,2 wk ahead inc death,2020-09-27,2020-10-10
0.900,13,quantile,02,2 wk ahead inc death,2020-09-27,2020-10-10
0.950,16,quantile,02,2 wk ahead inc death,2020-09-27,2020-10-10
0.975,19,quantile,02,2 wk ahead inc death,2020-09-27,2020-10-10
0.990,24,quantile,02,2 wk ahead inc death,2020-09-27,2020-10-10
0.010,1,quantile,02,3 wk ahead inc death,2020-09-27,2020-10-17
0.025,1,quantile,02,3 wk ahead inc death,2020-09-27,2020-10-17
0.050,2,quantile,02,3 wk ahead inc death,2020-09-27,2020-10-17
0.100,3,quantile,02,3 wk ahead inc death,2020-09-27,2020-10-17
0.150,3,quantile,02,3 wk ahead inc death,2020-09-27,2020-10-17
0.200,4,quantile,02,3 wk ahead inc death,2020-09-27,2020-10-17
0.250,5,quantile,02,3 wk ahead inc death,2020-09-27,2020-10-17
0.300,5,quantile,02,3 wk ahead inc death,2020-09-27,2020-10-17
0.350,6,quantile,02,3 wk ahead inc death,2020-09-27,2020-10-17
0.400,6,quantile,02,3 wk ahead inc death,2020-09-27,2020-10-17
0.450,7,quantile,02,3 wk ahead inc death,2020-09-27,2020-10-17
0.500,8,quantile,02,3 wk ahead inc death,2020-09-27,2020-10-17
,8,point,02,3 wk ahead inc death,2020-09-27,2020-10-17
0.550,8,quantile,02,3 wk ahead inc death,2020-09-27,2020-10-17
0.600,9,quantile,02,3 wk ahead inc death,2020-09-27,2020-10-17
0.650,10,quantile,02,3 wk ahead inc death,2020-09-27,2020-10-17
0.700,10,quantile,02,3 wk ahead inc death,2020-09-27,2020-10-17
0.750,12,quantile,02,3 wk ahead inc death,2020-09-27,2020-10-17
0.800,13,quantile,02,3 wk ahead inc death,2020-09-27,2020-10-17
0.850,15,quantile,02,3 wk ahead inc death,2020-09-27,2020-10-17
0.900,17,quantile,02,3 wk ahead inc death,2020-09-27,2020-10-17
0.950,21,quantile,02,3 wk ahead inc death,2020-09-27,2020-10-17
0.975,26,quantile,02,3 wk ahead inc death,2020-09-27,2020-10-17
0.990,35,quantile,02,3 wk ahead inc death,2020-09-27,2020-10-17
0.010,1,quantile,02,4 wk ahead inc death,2020-09-27,2020-10-24
0.025,2,quantile,02,4 wk ahead inc death,2020-09-27,2020-10-24
0.050,2,quantile,02,4 wk ahead inc death,2020-09-27,2020-10-24
0.100,3,quantile,02,4 wk ahead inc death,2020-09-27,2020-10-24
0.150,4,quantile,02,4 wk ahead inc death,2020-09-27,2020-10-24
0.200,5,quantile,02,4 wk ahead inc death,2020-09-27,2020-10-24
0.250,6,quantile,02,4 wk ahead inc death,2020-09-27,2020-10-24
0.300,6,quantile,02,4 wk ahead inc death,2020-09-27,2020-10-24
0.350,7,quantile,02,4 wk ahead inc death,2020-09-27,2020-10-24
0.400,8,quantile,02,4 wk ahead inc death,2020-09-27,2020-10-24
0.450,9,quantile,02,4 wk ahead inc death,2020-09-27,2020-10-24
0.500,9,quantile,02,4 wk ahead inc death,2020-09-27,2020-10-24
,9,point,02,4 wk ahead inc death,2020-09-27,2020-10-24
0.550,10,quantile,02,4 wk ahead inc death,2020-09-27,2020-10-24
0.600,11,quantile,02,4 wk ahead inc death,2020-09-27,2020-10-24
0.650,13,quantile,02,4 wk ahead inc death,2020-09-27,2020-10-24
0.700,14,quantile,02,4 wk ahead inc death,2020-09-27,2020-10-24
0.750,16,quantile,02,4 wk ahead inc death,2020-09-27,2020-10-24
0.800,18,quantile,02,4 wk ahead inc death,2020-09-27,2020-10-24
0.850,21,quantile,02,4 wk ahead inc death,2020-09-27,2020-10-24
0.900,25,quantile,02,4 wk ahead inc death,2020-09-27,2020-10-24
0.950,33,quantile,02,4 wk ahead inc death,2020-09-27,2020-10-24
0.975,39,quantile,02,4 wk ahead inc death,2020-09-27,2020-10-24
0.990,49,quantile,02,4 wk ahead inc death,2020-09-27,2020-10-24
0.010,29,quantile,01,1 wk ahead inc death,2020-09-27,2020-10-03
0.025,39,quantile,01,1 wk ahead inc death,2020-09-27,2020-10-03
0.050,44,quantile,01,1 wk ahead inc death,2020-09-27,2020-10-03
0.100,50,quantile,01,1 wk ahead inc death,2020-09-27,2020-10-03
0.150,55,quantile,01,1 wk ahead inc death,2020-09-27,2020-10-03
0.200,59,quantile,01,1 wk ahead inc death,2020-09-27,2020-10-03
0.250,63,quantile,01,1 wk ahead inc death,2020-09-27,2020-10-03
0.300,67,quantile,01,1 wk ahead inc death,2020-09-27,2020-10-03
0.350,71,quantile,01,1 wk ahead inc death,2020-09-27,2020-10-03
0.400,76,quantile,01,1 wk ahead inc death,2020-09-27,2020-10-03
0.450,79,quantile,01,1 wk ahead inc death,2020-09-27,2020-10-03
0.500,82,quantile,01,1 wk ahead inc death,2020-09-27,2020-10-03
,82,point,01,1 wk ahead inc death,2020-09-27,2020-10-03
0.550,86,quantile,01,1 wk ahead inc death,2020-09-27,2020-10-03
0.600,89,quantile,01,1 wk ahead inc death,2020-09-27,2020-10-03
0.650,94,quantile,01,1 wk ahead inc death,2020-09-27,2020-10-03
0.700,97,quantile,01,1 wk ahead inc death,2020-09-27,2020-10-03
0.750,103,quantile,01,1 wk ahead inc death,2020-09-27,2020-10-03
0.800,108,quantile,01,1 wk ahead inc death,2020-09-27,2020-10-03
0.850,116,quantile,01,1 wk ahead inc death,2020-09-27,2020-10-03
0.900,124,quantile,01,1 wk ahead inc death,2020-09-27,2020-10-03
0.950,142,quantile,01,1 wk ahead inc death,2020-09-27,2020-10-03
0.975,154,quantile,01,1 wk ahead inc death,2020-09-27,2020-10-03
0.990,175,quantile,01,1 wk ahead inc death,2020-09-27,2020-10-03
0.010,28,quantile,01,2 wk ahead inc death,2020-09-27,2020-10-10
0.025,33,quantile,01,2 wk ahead inc death,2020-09-27,2020-10-10
0.050,41,quantile,01,2 wk ahead inc death,2020-09-27,2020-10-10
0.100,49,quantile,01,2 wk ahead inc death,2020-09-27,2020-10-10
0.150,54,quantile,01,2 wk ahead inc death,2020-09-27,2020-10-10
0.200,59,quantile,01,2 wk ahead inc death,2020-09-27,2020-10-10
0.250,62,quantile,01,2 wk ahead inc death,2020-09-27,2020-10-10
0.300,66,quantile,01,2 wk ahead inc death,2020-09-27,2020-10-10
0.350,68,quantile,01,2 wk ahead inc death,2020-09-27,2020-10-10
0.400,72,quantile,01,2 wk ahead inc death,2020-09-27,2020-10-10
0.450,75,quantile,01,2 wk ahead inc death,2020-09-27,2020-10-10
0.500,78,quantile,01,2 wk ahead inc death,2020-09-27,2020-10-10
,78,point,01,2 wk ahead inc death,2020-09-27,2020-10-10
0.550,82,quantile,01,2 wk ahead inc death,2020-09-27,2020-10-10
0.600,87,quantile,01,2 wk ahead inc death,2020-09-27,2020-10-10
0.650,91,quantile,01,2 wk ahead inc death,2020-09-27,2020-10-10
0.700,95,quantile,01,2 wk ahead inc death,2020-09-27,2020-10-10
0.750,101,quantile,01,2 wk ahead inc death,2020-09-27,2020-10-10
0.800,109,quantile,01,2 wk ahead inc death,2020-09-27,2020-10-10
0.850,115,quantile,01,2 wk ahead inc death,2020-09-27,2020-10-10
0.900,124,quantile,01,2 wk ahead inc death,2020-09-27,2020-10-10
0.950,142,quantile,01,2 wk ahead inc death,2020-09-27,2020-10-10
0.975,159,quantile,01,2 wk ahead inc death,2020-09-27,2020-10-10
0.990,173,quantile,01,2 wk ahead inc death,2020-09-27,2020-10-10
0.010,28,quantile,01,3 wk ahead inc death,2020-09-27,2020-10-17
0.025,34,quantile,01,3 wk ahead inc death,2020-09-27,2020-10-17
0.050,38,quantile,01,3 wk ahead inc death,2020-09-27,2020-10-17
0.100,45,quantile,01,3 wk ahead inc death,2020-09-27,2020-10-17
0.150,50,quantile,01,3 wk ahead inc death,2020-09-27,2020-10-17
0.200,55,quantile,01,3 wk ahead inc death,2020-09-27,2020-10-17
0.250,59,quantile,01,3 wk ahead inc death,2020-09-27,2020-10-17
0.300,62,quantile,01,3 wk ahead inc death,2020-09-27,2020-10-17
0.350,65,quantile,01,3 wk ahead inc death,2020-09-27,2020-10-17
0.400,68,quantile,01,3 wk ahead inc death,2020-09-27,2020-10-17
0.450,71,quantile,01,3 wk ahead inc death,2020-09-27,2020-10-17
0.500,75,quantile,01,3 wk ahead inc death,2020-09-27,2020-10-17
,75,point,01,3 wk ahead inc death,2020-09-27,2020-10-17
0.550,79,quantile,01,3 wk ahead inc death,2020-09-27,2020-10-17
0.600,84,quantile,01,3 wk ahead inc death,2020-09-27,2020-10-17
0.650,88,quantile,01,3 wk ahead inc death,2020-09-27,2020-10-17
0.700,93,quantile,01,3 wk ahead inc death,2020-09-27,2020-10-17
0.750,99,quantile,01,3 wk ahead inc death,2020-09-27,2020-10-17
0.800,106,quantile,01,3 wk ahead inc death,2020-09-27,2020-10-17
0.850,113,quantile,01,3 wk ahead inc death,2020-09-27,2020-10-17
0.900,127,quantile,01,3 wk ahead inc death,2020-09-27,2020-10-17
0.950,148,quantile,01,3 wk ahead inc death,2020-09-27,2020-10-17
0.975,166,quantile,01,3 wk ahead inc death,2020-09-27,2020-10-17
0.990,188,quantile,01,3 wk ahead inc death,2020-09-27,2020-10-17
0.010,23,quantile,01,4 wk ahead inc death,2020-09-27,2020-10-24
0.025,29,quantile,01,4 wk ahead inc death,2020-09-27,2020-10-24
0.050,34,quantile,01,4 wk ahead inc death,2020-09-27,2020-10-24
