quantile,value,type,location,target,forecast_date,target_end_date
0.010,3635,quantile,US,1 wk ahead inc death,2020-10-04,2020-10-10
0.025,3781,quantile,US,1 wk ahead inc death,2020-10-04,2020-10-10
0.050,3923,quantile,US,1 wk ahead inc death,2020-10-04,2020-10-10
0.100,4195,quantile,US,1 wk ahead inc death,2020-10-04,2020-10-10
0.150,4313,quantile,US,1 wk ahead inc death,2020-10-04,2020-10-10
0.200,4473,quantile,US,1 wk ahead inc death,2020-10-04,2020-10-10
0.250,4569,quantile,US,1 wk ahead inc death,2020-10-04,2020-10-10
0.300,4666,quantile,US,1 wk ahead inc death,2020-10-04,2020-10-10
0.350,4749,quantile,US,1 wk ahead inc death,2020-10-04,2020-10-10
0.400,4835,quantile,US,1 wk ahead inc death,2020-10-04,2020-10-10
0.450,4939,quantile,US,1 wk ahead inc death,2020-10-04,2020-10-10
0.500,5034,quantile,US,1 wk ahead inc death,2020-10-04,2020-10-10
,5034,point,US,1 wk ahead inc death,2020-10-04,2020-10-10
0.550,5126,quantile,US,1 wk ahead inc death,2020-10-04,2020-10-10
0.600,5221,quantile,US,1 wk ahead inc death,2020-10-04,2020-10-10
0.650,5316,quantile,US,1 wk ahead inc death,2020-10-04,2020-10-10
0.700,5410,quantile,US,1 wk ahead inc death,2020-10-04,2020-10-10
0.750,5525,quantile,US,1 wk ahead inc death,2020-10-04,2020-10-10
0.800,5661,quantile,US,1 wk ahead inc death,2020-10-04,2020-10-10
0.850,5822,quantile,US,1 wk ahead inc death,2020-10-04,2020-10-10
0.900,6005,quantile,US,1 wk ahead inc death,2020-10-04,2020-10-10
0.950,6390,quantile,US,1 wk ahead inc death,2020-10-04,2020-10-10
0.975,6637,quantile,US,1 wk ahead inc death,2020-10-04,2020-10-10
0.990,7241,quantile,US,1 wk ahead inc death,2020-10-04,2020-10-10
0.010,3244,quantile,US,2 wk ahead inc death,2020-10-04,2020-10-17
0.025,3477,quantile,US,2 wk ahead inc death,2020-10-04,2020-10-17
0.050,3631,quantile,US,2 wk ahead inc death,2020-10-04,2020-10-17
0.100,3910,quantile,US,2 wk ahead inc death,2020-10-04,2020-10-17
0.150,4114,quantile,US,2 wk ahead inc death,2020-10-04,2020-10-17
0.200,4272,quantile,US,2 wk ahead inc death,2020-10-04,2020-10-17
0.250,4394,quantile,US,2 wk ahead inc death,2020-10-04,2020-10-17
0.300,4565,quantile,US,2 wk ahead inc death,2020-10-04,2020-10-17
0.350,4668,quantile,US,2 wk ahead inc death,2020-10-04,2020-10-17
0.400,4779,quantile,US,2 wk ahead inc death,2020-10-04,2020-10-17
0.450,4903,quantile,US,2 wk ahead inc death,2020-10-04,2020-10-17
0.500,5026,quantile,US,2 wk ahead inc death,2020-10-04,2020-10-17
,5026,point,US,2 wk ahead inc death,2020-10-04,2020-10-17
0.550,5164,quantile,US,2 wk ahead inc death,2020-10-04,2020-10-17
0.600,5295,quantile,US,2 wk ahead inc death,2020-10-04,2020-10-17
0.650,5421,quantile,US,2 wk ahead inc death,2020-10-04,2020-10-17
0.700,5523,quantile,US,2 wk ahead inc death,2020-10-04,2020-10-17
0.750,5676,quantile,US,2 wk ahead inc death,2020-10-04,2020-10-17
0.800,5830,quantile,US,2 wk ahead inc death,2020-10-04,2020-10-17
0.850,5984,quantile,US,2 wk ahead inc death,2020-10-04,2020-10-17
0.900,6226,quantile,US,2 wk ahead inc death,2020-10-04,2020-10-17
0.950,6535,quantile,US,2 wk ahead inc death,2020-10-04,2020-10-17
0.975,6847,quantile,US,2 wk ahead inc death,2020-10-04,2020-10-17
0.990,7113,quantile,US,2 wk ahead inc death,2020-10-04,2020-10-17
0.010,2991,quantile,US,3 wk ahead inc death,2020-10-04,2020-10-24
0.025,3175,quantile,US,3 wk ahead inc death,2020-10-04,2020-10-24
0.050,3319,quantile,US,3 wk ahead inc death,2020-10-04,2020-10-24
0.100,3618,quantile,US,3 wk ahead inc death,2020-10-04,2020-10-24
0.150,3872,quantile,US,3 wk ahead inc death,2020-10-04,2020-10-24
0.200,4047,quantile,US,3 wk ahead inc death,2020-10-04,2020-10-24
0.250,4184,quantile,US,3 wk ahead inc death,2020-10-04,2020-10-24
0.300,4330,quantile,US,3 wk ahead inc death,2020-10-04,2020-10-24
0.350,4473,quantile,US,3 wk ahead inc death,2020-10-04,2020-10-24
0.400,4617,quantile,US,3 wk ahead inc death,2020-10-04,2020-10-24
0.450,4744,quantile,US,3 wk ahead inc death,2020-10-04,2020-10-24
0.500,4887,quantile,US,3 wk ahead inc death,2020-10-04,2020-10-24
,4887,point,US,3 wk ahead inc death,2020-10-04,2020-10-24
0.550,5057,quantile,US,3 wk ahead inc death,2020-10-04,2020-10-24
0.600,5232,quantile,US,3 wk ahead inc death,2020-10-04,2020-10-24
0.650,5439,quantile,US,3 wk ahead inc death,2020-10-04,2020-10-24
0.700,5616,quantile,US,3 wk ahead inc death,2020-10-04,2020-10-24
0.750,5791,quantile,US,3 wk ahead inc death,2020-10-04,2020-10-24
0.800,6033,quantile,US,3 wk ahead inc death,2020-10-04,2020-10-24
0.850,6228,quantile,US,3 wk ahead inc death,2020-10-04,2020-10-24
0.900,6545,quantile,US,3 wk ahead inc death,2020-10-04,2020-10-24
0.950,7051,quantile,US,3 wk ahead inc death,2020-10-04,2020-10-24
0.975,7545,quantile,US,3 wk ahead inc death,2020-10-04,2020-10-24
0.990,8569,quantile,US,3 wk ahead inc death,2020-10-04,2020-10-24
0.010,2422,quantile,US,4 wk ahead inc death,2020-10-04,2020-10-31
0.025,2639,quantile,US,4 wk ahead inc death,2020-10-04,2020-10-31
0.050,2900,quantile,US,4 wk ahead inc death,2020-10-04,2020-10-31
0.100,3208,quantile,US,4 wk ahead inc death,2020-10-04,2020-10-31
0.150,3480,quantile,US,4 wk ahead inc death,2020-10-04,2020-10-31
0.200,3726,quantile,US,4 wk ahead inc death,2020-10-04,2020-10-31
0.250,4004,quantile,US,4 wk ahead inc death,2020-10-04,2020-10-31
0.300,4157,quantile,US,4 wk ahead inc death,2020-10-04,2020-10-31
0.350,4301,quantile,US,4 wk ahead inc death,2020-10-04,2020-10-31
0.400,4480,quantile,US,4 wk ahead inc death,2020-10-04,2020-10-31
0.450,4642,quantile,US,4 wk ahead inc death,2020-10-04,2020-10-31
0.500,4894,quantile,US,4 wk ahead inc death,2020-10-04,2020-10-31
,4894,point,US,4 wk ahead inc death,2020-10-04,2020-10-31
0.550,5104,quantile,US,4 wk ahead inc death,2020-10-04,2020-10-31
0.600,5329,quantile,US,4 wk ahead inc death,2020-10-04,2020-10-31
0.650,5629,quantile,US,4 wk ahead inc death,2020-10-04,2020-10-31
0.700,5964,quantile,US,4 wk ahead inc death,2020-10-04,2020-10-31
0.750,6198,quantile,US,4 wk ahead inc death,2020-10-04,2020-10-31
0.800,6483,quantile,US,4 wk ahead inc death,2020-10-04,2020-10-31
0.850,6849,quantile,US,4 wk ahead inc death,2020-10-04,2020-10-31
0.900,7332,quantile,US,4 wk ahead inc death,2020-10-04,2020-10-31
0.950,8056,quantile,US,4 wk ahead inc death,2020-10-04,2020-10-31
0.975,8763,quantile,US,4 wk ahead inc death,2020-10-04,2020-10-31
0.990,9373,quantile,US,4 wk ahead inc death,2020-10-04,2020-10-31
0.010,0,quantile,02,1 wk ahead inc death,2020-10-04,2020-10-10
0.025,1,quantile,02,1 wk ahead inc death,2020-10-04,2020-10-10
0.050,1,quantile,02,1 wk ahead inc death,2020-10-04,2020-10-10
0.100,2,quantile,02,1 wk ahead inc death,2020-10-04,2020-10-10
0.150,2,quantile,02,1 wk ahead inc death,2020-10-04,2020-10-10
0.200,3,quantile,02,1 wk ahead inc death,2020-10-04,2020-10-10
0.250,3,quantile,02,1 wk ahead inc death,2020-10-04,2020-10-10
0.300,4,quantile,02,1 wk ahead inc death,2020-10-04,2020-10-10
0.350,4,quantile,02,1 wk ahead inc death,2020-10-04,2020-10-10
0.400,4,quantile,02,1 wk ahead inc death,2020-10-04,2020-10-10
0.450,4,quantile,02,1 wk ahead inc death,2020-10-04,2020-10-10
0.500,5,quantile,02,1 wk ahead inc death,2020-10-04,2020-10-10
,5,point,02,1 wk ahead inc death,2020-10-04,2020-10-10
0.550,5,quantile,02,1 wk ahead inc death,2020-10-04,2020-10-10
0.600,6,quantile,02,1 wk ahead inc death,2020-10-04,2020-10-10
0.650,6,quantile,02,1 wk ahead inc death,2020-10-04,2020-10-10
0.700,6,quantile,02,1 wk ahead inc death,2020-10-04,2020-10-10
0.750,7,quantile,02,1 wk ahead inc death,2020-10-04,2020-10-10
0.800,7,quantile,02,1 wk ahead inc death,2020-10-04,2020-10-10
0.850,8,quantile,02,1 wk ahead inc death,2020-10-04,2020-10-10
0.900,9,quantile,02,1 wk ahead inc death,2020-10-04,2020-10-10
0.950,11,quantile,02,1 wk ahead inc death,2020-10-04,2020-10-10
0.975,13,quantile,02,1 wk ahead inc death,2020-10-04,2020-10-10
0.990,14,quantile,02,1 wk ahead inc death,2020-10-04,2020-10-10
0.010,1,quantile,02,2 wk ahead inc death,2020-10-04,2020-10-17
0.025,1,quantile,02,2 wk ahead inc death,2020-10-04,2020-10-17
0.050,2,quantile,02,2 wk ahead inc death,2020-10-04,2020-10-17
0.100,2,quantile,02,2 wk ahead inc death,2020-10-04,2020-10-17
