quantile,value,type,location,target,forecast_date,target_end_date
0.010,4148,quantile,US,1 wk ahead inc death,2020-08-30,2020-09-05
0.025,4357,quantile,US,1 wk ahead inc death,2020-08-30,2020-09-05
0.050,4548,quantile,US,1 wk ahead inc death,2020-08-30,2020-09-05
0.100,4832,quantile,US,1 wk ahead inc death,2020-08-30,2020-09-05
0.150,5024,quantile,US,1 wk ahead inc death,2020-08-30,2020-09-05
0.200,5157,quantile,US,1 wk ahead inc death,2020-08-30,2020-09-05
0.250,5269,quantile,US,1 wk ahead inc death,2020-08-30,2020-09-05
0.300,5368,quantile,US,1 wk ahead inc death,2020-08-30,2020-09-05
0.350,5484,quantile,US,1 wk ahead inc death,2020-08-30,2020-09-05
0.400,5596,quantile,US,1 wk ahead inc death,2020-08-30,2020-09-05
0.450,5693,quantile,US,1 wk ahead inc death,2020-08-30,2020-09-05
0.500,5798,quantile,US,1 wk ahead inc death,2020-08-30,2020-09-05
,5798,point,US,1 wk ahead inc death,2020-08-30,2020-09-05
0.550,5924,quantile,US,1 wk ahead inc death,2020-08-30,2020-09-05
0.600,6036,quantile,US,1 wk ahead inc death,2020-08-30,2020-09-05
0.650,6125,quantile,US,1 wk ahead inc death,2020-08-30,2020-09-05
0.700,6249,quantile,US,1 wk ahead inc death,2020-08-30,2020-09-05
0.750,6372,quantile,US,1 wk ahead inc death,2020-08-30,2020-09-05
0.800,6518,quantile,US,1 wk ahead inc death,2020-08-30,2020-09-05
0.850,6672,quantile,US,1 wk ahead inc death,2020-08-30,2020-09-05
0.900,6878,quantile,US,1 wk ahead inc death,2020-08-30,2020-09-05
0.950,7250,quantile,US,1 wk ahead inc death,2020-08-30,2020-09-05
0.975,7585,quantile,US,1 wk ahead inc death,2020-08-30,2020-09-05
0.990,8237,quantile,US,1 wk ahead inc death,2020-08-30,2020-09-05
0.010,3527,quantile,US,2 wk ahead inc death,2020-08-30,2020-09-12
0.025,3770,quantile,US,2 wk ahead inc death,2020-08-30,2020-09-12
0.050,3980,quantile,US,2 wk ahead inc death,2020-08-30,2020-09-12
0.100,4277,quantile,US,2 wk ahead inc death,2020-08-30,2020-09-12
0.150,4448,quantile,US,2 wk ahead inc death,2020-08-30,2020-09-12
0.200,4615,quantile,US,2 wk ahead inc death,2020-08-30,2020-09-12
0.250,4734,quantile,US,2 wk ahead inc death,2020-08-30,2020-09-12
0.300,4866,quantile,US,2 wk ahead inc death,2020-08-30,2020-09-12
0.350,4990,quantile,US,2 wk ahead inc death,2020-08-30,2020-09-12
0.400,5082,quantile,US,2 wk ahead inc death,2020-08-30,2020-09-12
0.450,5180,quantile,US,2 wk ahead inc death,2020-08-30,2020-09-12
0.500,5286,quantile,US,2 wk ahead inc death,2020-08-30,2020-09-12
,5286,point,US,2 wk ahead inc death,2020-08-30,2020-09-12
0.550,5389,quantile,US,2 wk ahead inc death,2020-08-30,2020-09-12
0.600,5513,quantile,US,2 wk ahead inc death,2020-08-30,2020-09-12
0.650,5648,quantile,US,2 wk ahead inc death,2020-08-30,2020-09-12
0.700,5799,quantile,US,2 wk ahead inc death,2020-08-30,2020-09-12
0.750,5934,quantile,US,2 wk ahead inc death,2020-08-30,2020-09-12
0.800,6062,quantile,US,2 wk ahead inc death,2020-08-30,2020-09-12
0.850,6244,quantile,US,2 wk ahead inc death,2020-08-30,2020-09-12
0.900,6524,quantile,US,2 wk ahead inc death,2020-08-30,2020-09-12
0.950,6896,quantile,US,2 wk ahead inc death,2020-08-30,2020-09-12
0.975,7187,quantile,US,2 wk ahead inc death,2020-08-30,2020-09-12
0.990,7649,quantile,US,2 wk ahead inc death,2020-08-30,2020-09-12
0.010,2869,quantile,US,3 wk ahead inc death,2020-08-30,2020-09-19
0.025,3136,quantile,US,3 wk ahead inc death,2020-08-30,2020-09-19
0.050,3348,quantile,US,3 wk ahead inc death,2020-08-30,2020-09-19
0.100,3606,quantile,US,3 wk ahead inc death,2020-08-30,2020-09-19
0.150,3814,quantile,US,3 wk ahead inc death,2020-08-30,2020-09-19
0.200,3965,quantile,US,3 wk ahead inc death,2020-08-30,2020-09-19
0.250,4102,quantile,US,3 wk ahead inc death,2020-08-30,2020-09-19
0.300,4248,quantile,US,3 wk ahead inc death,2020-08-30,2020-09-19
0.350,4376,quantile,US,3 wk ahead inc death,2020-08-30,2020-09-19
0.400,4502,quantile,US,3 wk ahead inc death,2020-08-30,2020-09-19
0.450,4599,quantile,US,3 wk ahead inc death,2020-08-30,2020-09-19
0.500,4780,quantile,US,3 wk ahead inc death,2020-08-30,2020-09-19
,4780,point,US,3 wk ahead inc death,2020-08-30,2020-09-19
0.550,4938,quantile,US,3 wk ahead inc death,2020-08-30,2020-09-19
0.600,5058,quantile,US,3 wk ahead inc death,2020-08-30,2020-09-19
0.650,5192,quantile,US,3 wk ahead inc death,2020-08-30,2020-09-19
0.700,5344,quantile,US,3 wk ahead inc death,2020-08-30,2020-09-19
0.750,5520,quantile,US,3 wk ahead inc death,2020-08-30,2020-09-19
0.800,5685,quantile,US,3 wk ahead inc death,2020-08-30,2020-09-19
0.850,5989,quantile,US,3 wk ahead inc death,2020-08-30,2020-09-19
0.900,6270,quantile,US,3 wk ahead inc death,2020-08-30,2020-09-19
0.950,6718,quantile,US,3 wk ahead inc death,2020-08-30,2020-09-19
0.975,7129,quantile,US,3 wk ahead inc death,2020-08-30,2020-09-19
0.990,7874,quantile,US,3 wk ahead inc death,2020-08-30,2020-09-19
0.010,2297,quantile,US,4 wk ahead inc death,2020-08-30,2020-09-26
0.025,2445,quantile,US,4 wk ahead inc death,2020-08-30,2020-09-26
0.050,2695,quantile,US,4 wk ahead inc death,2020-08-30,2020-09-26
0.100,2962,quantile,US,4 wk ahead inc death,2020-08-30,2020-09-26
0.150,3179,quantile,US,4 wk ahead inc death,2020-08-30,2020-09-26
0.200,3368,quantile,US,4 wk ahead inc death,2020-08-30,2020-09-26
0.250,3558,quantile,US,4 wk ahead inc death,2020-08-30,2020-09-26
0.300,3676,quantile,US,4 wk ahead inc death,2020-08-30,2020-09-26
0.350,3839,quantile,US,4 wk ahead inc death,2020-08-30,2020-09-26
0.400,3975,quantile,US,4 wk ahead inc death,2020-08-30,2020-09-26
0.450,4159,quantile,US,4 wk ahead inc death,2020-08-30,2020-09-26
0.500,4311,quantile,US,4 wk ahead inc death,2020-08-30,2020-09-26
,4311,point,US,4 wk ahead inc death,2020-08-30,2020-09-26
0.550,4480,quantile,US,4 wk ahead inc death,2020-08-30,2020-09-26
0.600,4640,quantile,US,4 wk ahead inc death,2020-08-30,2020-09-26
0.650,4818,quantile,US,4 wk ahead inc death,2020-08-30,2020-09-26
0.700,5009,quantile,US,4 wk ahead inc death,2020-08-30,2020-09-26
0.750,5221,quantile,US,4 wk ahead inc death,2020-08-30,2020-09-26
0.800,5545,quantile,US,4 wk ahead inc death,2020-08-30,2020-09-26
0.850,5930,quantile,US,4 wk ahead inc death,2020-08-30,2020-09-26
0.900,6241,quantile,US,4 wk ahead inc death,2020-08-30,2020-09-26
0.950,6889,quantile,US,4 wk ahead inc death,2020-08-30,2020-09-26
0.975,7374,quantile,US,4 wk ahead inc death,2020-08-30,2020-09-26
0.990,7806,quantile,US,4 wk ahead inc death,2020-08-30,2020-09-26
0.010,0,quantile,02,1 wk ahead inc death,2020-08-30,2020-09-05
0.025,0,quantile,02,1 wk ahead inc death,2020-08-30,2020-09-05
0.050,1,quantile,02,1 wk ahead inc death,2020-08-30,2020-09-05
0.100,1,quantile,02,1 wk ahead inc death,2020-08-30,2020-09-05
0.150,2,quantile,02,1 wk ahead inc death,2020-08-30,2020-09-05
0.200,2,quantile,02,1 wk ahead inc death,2020-08-30,2020-09-05
0.250,2,quantile,02,1 wk ahead inc death,2020-08-30,2020-09-05
