quantile,value,type,location,target,forecast_date,target_end_date
0.010,3978,quantile,US,1 wk ahead inc death,2020-09-06,2020-09-12
0.025,4179,quantile,US,1 wk ahead inc death,2020-09-06,2020-09-12
0.050,4305,quantile,US,1 wk ahead inc death,2020-09-06,2020-09-12
0.100,4532,quantile,US,1 wk ahead inc death,2020-09-06,2020-09-12
0.150,4699,quantile,US,1 wk ahead inc death,2020-09-06,2020-09-12
0.200,4833,quantile,US,1 wk ahead inc death,2020-09-06,2020-09-12
0.250,4919,quantile,US,1 wk ahead inc death,2020-09-06,2020-09-12
0.300,5021,quantile,US,1 wk ahead inc death,2020-09-06,2020-09-12
0.350,5120,quantile,US,1 wk ahead inc death,2020-09-06,2020-09-12
0.400,5224,quantile,US,1 wk ahead inc death,2020-09-06,2020-09-12
0.450,5315,quantile,US,1 wk ahead inc death,2020-09-06,2020-09-12
0.500,5440,quantile,US,1 wk ahead inc death,2020-09-06,2020-09-12
,5440,point,US,1 wk ahead inc death,2020-09-06,2020-09-12
0.550,5551,quantile,US,1 wk ahead inc death,2020-09-06,2020-09-12
0.600,5661,quantile,US,1 wk ahead inc death,2020-09-06,2020-09-12
0.650,5772,quantile,US,1 wk ahead inc death,2020-09-06,2020-09-12
0.700,5885,quantile,US,1 wk ahead inc death,2020-09-06,2020-09-12
0.750,6009,quantile,US,1 wk ahead inc death,2020-09-06,2020-09-12
0.800,6161,quantile,US,1 wk ahead inc death,2020-09-06,2020-09-12
0.850,6302,quantile,US,1 wk ahead inc death,2020-09-06,2020-09-12
0.900,6510,quantile,US,1 wk ahead inc death,2020-09-06,2020-09-12
0.950,6865,quantile,US,1 wk ahead inc death,2020-09-06,2020-09-12
0.975,7108,quantile,US,1 wk ahead inc death,2020-09-06,2020-09-12
0.990,7403,quantile,US,1 wk ahead inc death,2020-09-06,2020-09-12
0.010,3330,quantile,US,2 wk ahead inc death,2020-09-06,2020-09-19
0.025,3602,quantile,US,2 wk ahead inc death,2020-09-06,2020-09-19
0.050,3755,quantile,US,2 wk ahead inc death,2020-09-06,2020-09-19
0.100,4037,quantile,US,2 wk ahead inc death,2020-09-06,2020-09-19
0.150,4214,quantile,US,2 wk ahead inc death,2020-09-06,2020-09-19
0.200,4346,quantile,US,2 wk ahead inc death,2020-09-06,2020-09-19
0.250,4490,quantile,US,2 wk ahead inc death,2020-09-06,2020-09-19
0.300,4597,quantile,US,2 wk ahead inc death,2020-09-06,2020-09-19
0.350,4727,quantile,US,2 wk ahead inc death,2020-09-06,2020-09-19
0.400,4829,quantile,US,2 wk ahead inc death,2020-09-06,2020-09-19
0.450,4916,quantile,US,2 wk ahead inc death,2020-09-06,2020-09-19
0.500,5024,quantile,US,2 wk ahead inc death,2020-09-06,2020-09-19
,5024,point,US,2 wk ahead inc death,2020-09-06,2020-09-19
0.550,5117,quantile,US,2 wk ahead inc death,2020-09-06,2020-09-19
0.600,5260,quantile,US,2 wk ahead inc death,2020-09-06,2020-09-19
0.650,5403,quantile,US,2 wk ahead inc death,2020-09-06,2020-09-19
0.700,5539,quantile,US,2 wk ahead inc death,2020-09-06,2020-09-19
0.750,5630,quantile,US,2 wk ahead inc death,2020-09-06,2020-09-19
0.800,5797,quantile,US,2 wk ahead inc death,2020-09-06,2020-09-19
0.850,5939,quantile,US,2 wk ahead inc death,2020-09-06,2020-09-19
0.900,6166,quantile,US,2 wk ahead inc death,2020-09-06,2020-09-19
0.950,6518,quantile,US,2 wk ahead inc death,2020-09-06,2020-09-19
0.975,7010,quantile,US,2 wk ahead inc death,2020-09-06,2020-09-19
0.990,7408,quantile,US,2 wk ahead inc death,2020-09-06,2020-09-19
0.010,2774,quantile,US,3 wk ahead inc death,2020-09-06,2020-09-26
0.025,3004,quantile,US,3 wk ahead inc death,2020-09-06,2020-09-26
0.050,3270,quantile,US,3 wk ahead inc death,2020-09-06,2020-09-26
0.100,3491,quantile,US,3 wk ahead inc death,2020-09-06,2020-09-26
0.150,3640,quantile,US,3 wk ahead inc death,2020-09-06,2020-09-26
0.200,3817,quantile,US,3 wk ahead inc death,2020-09-06,2020-09-26
0.250,3944,quantile,US,3 wk ahead inc death,2020-09-06,2020-09-26
0.300,4068,quantile,US,3 wk ahead inc death,2020-09-06,2020-09-26
0.350,4182,quantile,US,3 wk ahead inc death,2020-09-06,2020-09-26
0.400,4292,quantile,US,3 wk ahead inc death,2020-09-06,2020-09-26
0.450,4404,quantile,US,3 wk ahead inc death,2020-09-06,2020-09-26
0.500,4549,quantile,US,3 wk ahead inc death,2020-09-06,2020-09-26
,4549,point,US,3 wk ahead inc death,2020-09-06,2020-09-26
0.550,4704,quantile,US,3 wk ahead inc death,2020-09-06,2020-09-26
0.600,4831,quantile,US,3 wk ahead inc death,2020-09-06,2020-09-26
0.650,4947,quantile,US,3 wk ahead inc death,2020-09-06,2020-09-26
0.700,5132,quantile,US,3 wk ahead inc death,2020-09-06,2020-09-26
0.750,5313,quantile,US,3 wk ahead inc death,2020-09-06,2020-09-26
0.800,5512,quantile,US,3 wk ahead inc death,2020-09-06,2020-09-26
0.850,5801,quantile,US,3 wk ahead inc death,2020-09-06,2020-09-26
0.900,6095,quantile,US,3 wk ahead inc death,2020-09-06,2020-09-26
0.950,6574,quantile,US,3 wk ahead inc death,2020-09-06,2020-09-26
0.975,7047,quantile,US,3 wk ahead inc death,2020-09-06,2020-09-26
0.990,7476,quantile,US,3 wk ahead inc death,2020-09-06,2020-09-26
0.010,2171,quantile,US,4 wk ahead inc death,2020-09-06,2020-10-03
0.025,2285,quantile,US,4 wk ahead inc death,2020-09-06,2020-10-03
0.050,2580,quantile,US,4 wk ahead inc death,2020-09-06,2020-10-03
0.100,2867,quantile,US,4 wk ahead inc death,2020-09-06,2020-10-03
0.150,3094,quantile,US,4 wk ahead inc death,2020-09-06,2020-10-03
0.200,3279,quantile,US,4 wk ahead inc death,2020-09-06,2020-10-03
0.250,3422,quantile,US,4 wk ahead inc death,2020-09-06,2020-10-03
0.300,3590,quantile,US,4 wk ahead inc death,2020-09-06,2020-10-03
0.350,3746,quantile,US,4 wk ahead inc death,2020-09-06,2020-10-03
0.400,3875,quantile,US,4 wk ahead inc death,2020-09-06,2020-10-03
0.450,4041,quantile,US,4 wk ahead inc death,2020-09-06,2020-10-03
0.500,4207,quantile,US,4 wk ahead inc death,2020-09-06,2020-10-03
,4207,point,US,4 wk ahead inc death,2020-09-06,2020-10-03
0.550,4343,quantile,US,4 wk ahead inc death,2020-09-06,2020-10-03
0.600,4510,quantile,US,4 wk ahead inc death,2020-09-06,2020-10-03
0.650,4745,quantile,US,4 wk ahead inc death,2020-09-06,2020-10-03
0.700,4965,quantile,US,4 wk ahead inc death,2020-09-06,2020-10-03
0.750,5263,quantile,US,4 wk ahead inc death,2020-09-06,2020-10-03
0.800,5464,quantile,US,4 wk ahead inc death,2020-09-06,2020-10-03
0.850,5757,quantile,US,4 wk ahead inc death,2020-09-06,2020-10-03
0.900,6326,quantile,US,4 wk ahead inc death,2020-09-06,2020-10-03
0.950,6863,quantile,US,4 wk ahead inc death,2020-09-06,2020-10-03
0.975,7290,quantile,US,4 wk ahead inc death,2020-09-06,2020-10-03
0.990,7748,quantile,US,4 wk ahead inc death,2020-09-06,2020-10-03
0.010,0,quantile,02,1 wk ahead inc death,2020-09-06,2020-09-12
0.025,0,quantile,02,1 wk ahead inc death,2020-09-06,2020-09-12
0.050,1,quantile,02,1 wk ahead inc death,2020-09-06,2020-09-12
0.100,1,quantile,02,1 wk ahead inc death,2020-09-06,2020-09-12
0.150,2,quantile,02,1 wk ahead inc death,2020-09-06,2020-09-12
0.200,2,quantile,02,1 wk ahead inc death,2020-09-06,2020-09-12
0.250,2,quantile,02,1 wk ahead inc death,2020-09-06,2020-09-12
0.300,3,quantile,02,1 wk ahead inc death,2020-09-06,2020-09-12
0.350,3,quantile,02,1 wk ahead inc death,2020-09-06,2020-09-12
0.400,3,quantile,02,1 wk ahead inc death,2020-09-06,2020-09-12
0.450,3,quantile,02,1 wk ahead inc death,2020-09-06,2020-09-12
0.500,4,quantile,02,1 wk ahead inc death,2020-09-06,2020-09-12
,4,point,02,1 wk ahead inc death,2020-09-06,2020-09-12
0.550,4,quantile,02,1 wk ahead inc death,2020-09-06,2020-09-12
0.600,4,quantile,02,1 wk ahead inc death,2020-09-06,2020-09-12
0.650,5,quantile,02,1 wk ahead inc death,2020-09-06,2020-09-12
0.700,5,quantile,02,1 wk ahead inc death,2020-09-06,2020-09-12
0.750,5,quantile,02,1 wk ahead inc death,2020-09-06,2020-09-12
0.800,6,quantile,02,1 wk ahead inc death,2020-09-06,2020-09-12
0.850,6,quantile,02,1 wk ahead inc death,2020-09-06,2020-09-12
0.900,7,quantile,02,1 wk ahead inc death,2020-09-06,2020-09-12
0.950,8,quantile,02,1 wk ahead inc death,2020-09-06,2020-09-12
0.975,9,quantile,02,1 wk ahead inc death,2020-09-06,2020-09-12
