quantile,value,type,location,target,forecast_date,target_end_date
0.010,4908,quantile,US,1 wk ahead inc death,2020-08-16,2020-08-22
0.025,5143,quantile,US,1 wk ahead inc death,2020-08-16,2020-08-22
0.050,5379,quantile,US,1 wk ahead inc death,2020-08-16,2020-08-22
0.100,5590,quantile,US,1 wk ahead inc death,2020-08-16,2020-08-22
0.150,5800,quantile,US,1 wk ahead inc death,2020-08-16,2020-08-22
0.200,5952,quantile,US,1 wk ahead inc death,2020-08-16,2020-08-22
0.250,6114,quantile,US,1 wk ahead inc death,2020-08-16,2020-08-22
0.300,6219,quantile,US,1 wk ahead inc death,2020-08-16,2020-08-22
0.350,6327,quantile,US,1 wk ahead inc death,2020-08-16,2020-08-22
0.400,6456,quantile,US,1 wk ahead inc death,2020-08-16,2020-08-22
0.450,6587,quantile,US,1 wk ahead inc death,2020-08-16,2020-08-22
0.500,6684,quantile,US,1 wk ahead inc death,2020-08-16,2020-08-22
,6684,point,US,1 wk ahead inc death,2020-08-16,2020-08-22
0.550,6796,quantile,US,1 wk ahead inc death,2020-08-16,2020-08-22
0.600,6928,quantile,US,1 wk ahead inc death,2020-08-16,2020-08-22
0.650,7074,quantile,US,1 wk ahead inc death,2020-08-16,2020-08-22
0.700,7204,quantile,US,1 wk ahead inc death,2020-08-16,2020-08-22
0.750,7382,quantile,US,1 wk ahead inc death,2020-08-16,2020-08-22
0.800,7543,quantile,US,1 wk ahead inc death,2020-08-16,2020-08-22
0.850,7744,quantile,US,1 wk ahead inc death,2020-08-16,2020-08-22
0.900,7983,quantile,US,1 wk ahead inc death,2020-08-16,2020-08-22
0.950,8326,quantile,US,1 wk ahead inc death,2020-08-16,2020-08-22
0.975,8626,quantile,US,1 wk ahead inc death,2020-08-16,2020-08-22
0.990,8915,quantile,US,1 wk ahead inc death,2020-08-16,2020-08-22
0.010,4074,quantile,US,2 wk ahead inc death,2020-08-16,2020-08-29
0.025,4440,quantile,US,2 wk ahead inc death,2020-08-16,2020-08-29
0.050,4630,quantile,US,2 wk ahead inc death,2020-08-16,2020-08-29
0.100,5006,quantile,US,2 wk ahead inc death,2020-08-16,2020-08-29
0.150,5177,quantile,US,2 wk ahead inc death,2020-08-16,2020-08-29
0.200,5334,quantile,US,2 wk ahead inc death,2020-08-16,2020-08-29
0.250,5501,quantile,US,2 wk ahead inc death,2020-08-16,2020-08-29
0.300,5633,quantile,US,2 wk ahead inc death,2020-08-16,2020-08-29
0.350,5797,quantile,US,2 wk ahead inc death,2020-08-16,2020-08-29
0.400,5926,quantile,US,2 wk ahead inc death,2020-08-16,2020-08-29
0.450,6092,quantile,US,2 wk ahead inc death,2020-08-16,2020-08-29
0.500,6224,quantile,US,2 wk ahead inc death,2020-08-16,2020-08-29
,6224,point,US,2 wk ahead inc death,2020-08-16,2020-08-29
0.550,6353,quantile,US,2 wk ahead inc death,2020-08-16,2020-08-29
0.600,6500,quantile,US,2 wk ahead inc death,2020-08-16,2020-08-29
0.650,6623,quantile,US,2 wk ahead inc death,2020-08-16,2020-08-29
0.700,6782,quantile,US,2 wk ahead inc death,2020-08-16,2020-08-29
0.750,6937,quantile,US,2 wk ahead inc death,2020-08-16,2020-08-29
0.800,7153,quantile,US,2 wk ahead inc death,2020-08-16,2020-08-29
0.850,7350,quantile,US,2 wk ahead inc death,2020-08-16,2020-08-29
0.900,7731,quantile,US,2 wk ahead inc death,2020-08-16,2020-08-29
0.950,8261,quantile,US,2 wk ahead inc death,2020-08-16,2020-08-29
0.975,8616,quantile,US,2 wk ahead inc death,2020-08-16,2020-08-29
0.990,9166,quantile,US,2 wk ahead inc death,2020-08-16,2020-08-29
0.010,3377,quantile,US,3 wk ahead inc death,2020-08-16,2020-09-05
0.025,3586,quantile,US,3 wk ahead inc death,2020-08-16,2020-09-05
0.050,3946,quantile,US,3 wk ahead inc death,2020-08-16,2020-09-05
0.100,4252,quantile,US,3 wk ahead inc death,2020-08-16,2020-09-05
0.150,4486,quantile,US,3 wk ahead inc death,2020-08-16,2020-09-05
0.200,4676,quantile,US,3 wk ahead inc death,2020-08-16,2020-09-05
0.250,4828,quantile,US,3 wk ahead inc death,2020-08-16,2020-09-05
0.300,4988,quantile,US,3 wk ahead inc death,2020-08-16,2020-09-05
0.350,5153,quantile,US,3 wk ahead inc death,2020-08-16,2020-09-05
0.400,5303,quantile,US,3 wk ahead inc death,2020-08-16,2020-09-05
0.450,5441,quantile,US,3 wk ahead inc death,2020-08-16,2020-09-05
0.500,5588,quantile,US,3 wk ahead inc death,2020-08-16,2020-09-05
,5588,point,US,3 wk ahead inc death,2020-08-16,2020-09-05
0.550,5728,quantile,US,3 wk ahead inc death,2020-08-16,2020-09-05
0.600,5884,quantile,US,3 wk ahead inc death,2020-08-16,2020-09-05
0.650,6066,quantile,US,3 wk ahead inc death,2020-08-16,2020-09-05
0.700,6316,quantile,US,3 wk ahead inc death,2020-08-16,2020-09-05
0.750,6568,quantile,US,3 wk ahead inc death,2020-08-16,2020-09-05
0.800,6860,quantile,US,3 wk ahead inc death,2020-08-16,2020-09-05
0.850,7147,quantile,US,3 wk ahead inc death,2020-08-16,2020-09-05
0.900,7611,quantile,US,3 wk ahead inc death,2020-08-16,2020-09-05
0.950,8125,quantile,US,3 wk ahead inc death,2020-08-16,2020-09-05
0.975,8670,quantile,US,3 wk ahead inc death,2020-08-16,2020-09-05
0.990,9096,quantile,US,3 wk ahead inc death,2020-08-16,2020-09-05
0.010,2728,quantile,US,4 wk ahead inc death,2020-08-16,2020-09-12
0.025,3000,quantile,US,4 wk ahead inc death,2020-08-16,2020-09-12
0.050,3249,quantile,US,4 wk ahead inc death,2020-08-16,2020-09-12
0.100,3550,quantile,US,4 wk ahead inc death,2020-08-16,2020-09-12
0.150,3762,quantile,US,4 wk ahead inc death,2020-08-16,2020-09-12
0.200,4002,quantile,US,4 wk ahead inc death,2020-08-16,2020-09-12
0.250,4174,quantile,US,4 wk ahead inc death,2020-08-16,2020-09-12
0.300,4311,quantile,US,4 wk ahead inc death,2020-08-16,2020-09-12
0.350,4486,quantile,US,4 wk ahead inc death,2020-08-16,2020-09-12
0.400,4695,quantile,US,4 wk ahead inc death,2020-08-16,2020-09-12
0.450,4847,quantile,US,4 wk ahead inc death,2020-08-16,2020-09-12
0.500,5008,quantile,US,4 wk ahead inc death,2020-08-16,2020-09-12
,5008,point,US,4 wk ahead inc death,2020-08-16,2020-09-12
0.550,5199,quantile,US,4 wk ahead inc death,2020-08-16,2020-09-12
0.600,5466,quantile,US,4 wk ahead inc death,2020-08-16,2020-09-12
0.650,5636,quantile,US,4 wk ahead inc death,2020-08-16,2020-09-12
0.700,5913,quantile,US,4 wk ahead inc death,2020-08-16,2020-09-12
0.750,6232,quantile,US,4 wk ahead inc death,2020-08-16,2020-09-12
0.800,6515,quantile,US,4 wk ahead inc death,2020-08-16,2020-09-12
0.850,7015,quantile,US,4 wk ahead inc death,2020-08-16,2020-09-12
0.900,7608,quantile,US,4 wk ahead inc death,2020-08-16,2020-09-12
0.950,8492,quantile,US,4 wk ahead inc death,2020-08-16,2020-09-12
0.975,9143,quantile,US,4 wk ahead inc death,2020-08-16,2020-09-12
