quantile,value,type,location,target,forecast_date,target_end_date
0.010,4258,quantile,US,1 wk ahead inc death,2020-05-31,2020-06-06
0.025,4524,quantile,US,1 wk ahead inc death,2020-05-31,2020-06-06
0.050,4777,quantile,US,1 wk ahead inc death,2020-05-31,2020-06-06
0.100,5057,quantile,US,1 wk ahead inc death,2020-05-31,2020-06-06
0.150,5231,quantile,US,1 wk ahead inc death,2020-05-31,2020-06-06
0.200,5364,quantile,US,1 wk ahead inc death,2020-05-31,2020-06-06
0.250,5513,quantile,US,1 wk ahead inc death,2020-05-31,2020-06-06
0.300,5649,quantile,US,1 wk ahead inc death,2020-05-31,2020-06-06
0.350,5765,quantile,US,1 wk ahead inc death,2020-05-31,2020-06-06
0.400,5857,quantile,US,1 wk ahead inc death,2020-05-31,2020-06-06
0.450,5979,quantile,US,1 wk ahead inc death,2020-05-31,2020-06-06
0.500,6094,quantile,US,1 wk ahead inc death,2020-05-31,2020-06-06
,6094,point,US,1 wk ahead inc death,2020-05-31,2020-06-06
0.550,6197,quantile,US,1 wk ahead inc death,2020-05-31,2020-06-06
0.600,6313,quantile,US,1 wk ahead inc death,2020-05-31,2020-06-06
0.650,6413,quantile,US,1 wk ahead inc death,2020-05-31,2020-06-06
0.700,6586,quantile,US,1 wk ahead inc death,2020-05-31,2020-06-06
0.750,6714,quantile,US,1 wk ahead inc death,2020-05-31,2020-06-06
0.800,6868,quantile,US,1 wk ahead inc death,2020-05-31,2020-06-06
0.850,7126,quantile,US,1 wk ahead inc death,2020-05-31,2020-06-06
0.900,7363,quantile,US,1 wk ahead inc death,2020-05-31,2020-06-06
0.950,7724,quantile,US,1 wk ahead inc death,2020-05-31,2020-06-06
0.975,8216,quantile,US,1 wk ahead inc death,2020-05-31,2020-06-06
0.990,8729,quantile,US,1 wk ahead inc death,2020-05-31,2020-06-06
0.010,3446,quantile,US,2 wk ahead inc death,2020-05-31,2020-06-13
0.025,3739,quantile,US,2 wk ahead inc death,2020-05-31,2020-06-13
0.050,3918,quantile,US,2 wk ahead inc death,2020-05-31,2020-06-13
0.100,4247,quantile,US,2 wk ahead inc death,2020-05-31,2020-06-13
0.150,4477,quantile,US,2 wk ahead inc death,2020-05-31,2020-06-13
0.200,4622,quantile,US,2 wk ahead inc death,2020-05-31,2020-06-13
0.250,4778,quantile,US,2 wk ahead inc death,2020-05-31,2020-06-13
0.300,4888,quantile,US,2 wk ahead inc death,2020-05-31,2020-06-13
0.350,5033,quantile,US,2 wk ahead inc death,2020-05-31,2020-06-13
0.400,5129,quantile,US,2 wk ahead inc death,2020-05-31,2020-06-13
0.450,5232,quantile,US,2 wk ahead inc death,2020-05-31,2020-06-13
0.500,5374,quantile,US,2 wk ahead inc death,2020-05-31,2020-06-13
,5374,point,US,2 wk ahead inc death,2020-05-31,2020-06-13
0.550,5526,quantile,US,2 wk ahead inc death,2020-05-31,2020-06-13
0.600,5655,quantile,US,2 wk ahead inc death,2020-05-31,2020-06-13
0.650,5821,quantile,US,2 wk ahead inc death,2020-05-31,2020-06-13
0.700,5976,quantile,US,2 wk ahead inc death,2020-05-31,2020-06-13
