quantile,value,type,location,target,forecast_date,target_end_date
0.010,3500,quantile,US,1 wk ahead inc death,2020-07-19,2020-07-25
0.025,3652,quantile,US,1 wk ahead inc death,2020-07-19,2020-07-25
0.050,3867,quantile,US,1 wk ahead inc death,2020-07-19,2020-07-25
0.100,4104,quantile,US,1 wk ahead inc death,2020-07-19,2020-07-25
0.150,4260,quantile,US,1 wk ahead inc death,2020-07-19,2020-07-25
0.200,4394,quantile,US,1 wk ahead inc death,2020-07-19,2020-07-25
0.250,4553,quantile,US,1 wk ahead inc death,2020-07-19,2020-07-25
0.300,4660,quantile,US,1 wk ahead inc death,2020-07-19,2020-07-25
0.350,4791,quantile,US,1 wk ahead inc death,2020-07-19,2020-07-25
0.400,4876,quantile,US,1 wk ahead inc death,2020-07-19,2020-07-25
0.450,4973,quantile,US,1 wk ahead inc death,2020-07-19,2020-07-25
0.500,5069,quantile,US,1 wk ahead inc death,2020-07-19,2020-07-25
,5069,point,US,1 wk ahead inc death,2020-07-19,2020-07-25
0.550,5205,quantile,US,1 wk ahead inc death,2020-07-19,2020-07-25
0.600,5308,quantile,US,1 wk ahead inc death,2020-07-19,2020-07-25
0.650,5411,quantile,US,1 wk ahead inc death,2020-07-19,2020-07-25
0.700,5546,quantile,US,1 wk ahead inc death,2020-07-19,2020-07-25
0.750,5669,quantile,US,1 wk ahead inc death,2020-07-19,2020-07-25
0.800,5861,quantile,US,1 wk ahead inc death,2020-07-19,2020-07-25
0.850,6063,quantile,US,1 wk ahead inc death,2020-07-19,2020-07-25
0.900,6446,quantile,US,1 wk ahead inc death,2020-07-19,2020-07-25
0.950,6864,quantile,US,1 wk ahead inc death,2020-07-19,2020-07-25
0.975,7416,quantile,US,1 wk ahead inc death,2020-07-19,2020-07-25
0.990,7797,quantile,US,1 wk ahead inc death,2020-07-19,2020-07-25
0.010,2800,quantile,US,2 wk ahead inc death,2020-07-19,2020-08-01
0.025,3067,quantile,US,2 wk ahead inc death,2020-07-19,2020-08-01
0.050,3252,quantile,US,2 wk ahead inc death,2020-07-19,2020-08-01
0.100,3466,quantile,US,2 wk ahead inc death,2020-07-19,2020-08-01
0.150,3617,quantile,US,2 wk ahead inc death,2020-07-19,2020-08-01
