quantile,value,type,location,target,forecast_date,target_end_date
0.010,4937,quantile,US,1 wk ahead inc death,2020-05-24,2020-05-30
0.025,5325,quantile,US,1 wk ahead inc death,2020-05-24,2020-05-30
0.050,5675,quantile,US,1 wk ahead inc death,2020-05-24,2020-05-30
0.100,5930,quantile,US,1 wk ahead inc death,2020-05-24,2020-05-30
0.150,6135,quantile,US,1 wk ahead inc death,2020-05-24,2020-05-30
0.200,6333,quantile,US,1 wk ahead inc death,2020-05-24,2020-05-30
0.250,6476,quantile,US,1 wk ahead inc death,2020-05-24,2020-05-30
0.300,6620,quantile,US,1 wk ahead inc death,2020-05-24,2020-05-30
0.350,6775,quantile,US,1 wk ahead inc death,2020-05-24,2020-05-30
0.400,6980,quantile,US,1 wk ahead inc death,2020-05-24,2020-05-30
0.450,7116,quantile,US,1 wk ahead inc death,2020-05-24,2020-05-30
0.500,7234,quantile,US,1 wk ahead inc death,2020-05-24,2020-05-30
,7234,point,US,1 wk ahead inc death,2020-05-24,2020-05-30
0.550,7384,quantile,US,1 wk ahead inc death,2020-05-24,2020-05-30
0.600,7538,quantile,US,1 wk ahead inc death,2020-05-24,2020-05-30
0.650,7688,quantile,US,1 wk ahead inc death,2020-05-24,2020-05-30
0.700,7848,quantile,US,1 wk ahead inc death,2020-05-24,2020-05-30
0.750,8070,quantile,US,1 wk ahead inc death,2020-05-24,2020-05-30
0.800,8274,quantile,US,1 wk ahead inc death,2020-05-24,2020-05-30
0.850,8498,quantile,US,1 wk ahead inc death,2020-05-24,2020-05-30
0.900,8796,quantile,US,1 wk ahead inc death,2020-05-24,2020-05-30
0.950,9333,quantile,US,1 wk ahead inc death,2020-05-24,2020-05-30
0.975,9813,quantile,US,1 wk ahead inc death,2020-05-24,2020-05-30
0.990,10433,quantile,US,1 wk ahead inc death,2020-05-24,2020-05-30
0.010,3743,quantile,US,2 wk ahead inc death,2020-05-24,2020-06-06
0.025,4074,quantile,US,2 wk ahead inc death,2020-05-24,2020-06-06
0.050,4325,quantile,US,2 wk ahead inc death,2020-05-24,2020-06-06
0.100,4819,quantile,US,2 wk ahead inc death,2020-05-24,2020-06-06
0.150,5057,quantile,US,2 wk ahead inc death,2020-05-24,2020-06-06
0.200,5279,quantile,US,2 wk ahead inc death,2020-05-24,2020-06-06
0.250,5497,quantile,US,2 wk ahead inc death,2020-05-24,2020-06-06
0.300,5624,quantile,US,2 wk ahead inc death,2020-05-24,2020-06-06
0.350,5788,quantile,US,2 wk ahead inc death,2020-05-24,2020-06-06
0.400,5948,quantile,US,2 wk ahead inc death,2020-05-24,2020-06-06
0.450,6093,quantile,US,2 wk ahead inc death,2020-05-24,2020-06-06
0.500,6266,quantile,US,2 wk ahead inc death,2020-05-24,2020-06-06
,6266,point,US,2 wk ahead inc death,2020-05-24,2020-06-06
0.550,6432,quantile,US,2 wk ahead inc death,2020-05-24,2020-06-06
0.600,6566,quantile,US,2 wk ahead inc death,2020-05-24,2020-06-06
0.650,6745,quantile,US,2 wk ahead inc death,2020-05-24,2020-06-06
0.700,6931,quantile,US,2 wk ahead inc death,2020-05-24,2020-06-06
0.750,7137,quantile,US,2 wk ahead inc death,2020-05-24,2020-06-06
0.800,7375,quantile,US,2 wk ahead inc death,2020-05-24,2020-06-06
0.850,7678,quantile,US,2 wk ahead inc death,2020-05-24,2020-06-06
0.900,8050,quantile,US,2 wk ahead inc death,2020-05-24,2020-06-06
0.950,8726,quantile,US,2 wk ahead inc death,2020-05-24,2020-06-06
0.975,9234,quantile,US,2 wk ahead inc death,2020-05-24,2020-06-06
0.990,9980,quantile,US,2 wk ahead inc death,2020-05-24,2020-06-06
0.010,2894,quantile,US,3 wk ahead inc death,2020-05-24,2020-06-13
0.025,3178,quantile,US,3 wk ahead inc death,2020-05-24,2020-06-13
0.050,3455,quantile,US,3 wk ahead inc death,2020-05-24,2020-06-13
0.100,3802,quantile,US,3 wk ahead inc death,2020-05-24,2020-06-13
0.150,4073,quantile,US,3 wk ahead inc death,2020-05-24,2020-06-13
0.200,4255,quantile,US,3 wk ahead inc death,2020-05-24,2020-06-13
0.250,4478,quantile,US,3 wk ahead inc death,2020-05-24,2020-06-13
0.300,4651,quantile,US,3 wk ahead inc death,2020-05-24,2020-06-13
0.350,4830,quantile,US,3 wk ahead inc death,2020-05-24,2020-06-13
0.400,5021,quantile,US,3 wk ahead inc death,2020-05-24,2020-06-13
0.450,5170,quantile,US,3 wk ahead inc death,2020-05-24,2020-06-13
0.500,5334,quantile,US,3 wk ahead inc death,2020-05-24,2020-06-13
,5334,point,US,3 wk ahead inc death,2020-05-24,2020-06-13
0.550,5503,quantile,US,3 wk ahead inc death,2020-05-24,2020-06-13
0.600,5796,quantile,US,3 wk ahead inc death,2020-05-24,2020-06-13
0.650,5968,quantile,US,3 wk ahead inc death,2020-05-24,2020-06-13
0.700,6233,quantile,US,3 wk ahead inc death,2020-05-24,2020-06-13
0.750,6440,quantile,US,3 wk ahead inc death,2020-05-24,2020-06-13
0.800,6706,quantile,US,3 wk ahead inc death,2020-05-24,2020-06-13
0.850,7142,quantile,US,3 wk ahead inc death,2020-05-24,2020-06-13
0.900,7515,quantile,US,3 wk ahead inc death,2020-05-24,2020-06-13
0.950,8356,quantile,US,3 wk ahead inc death,2020-05-24,2020-06-13
0.975,8964,quantile,US,3 wk ahead inc death,2020-05-24,2020-06-13
0.990,9775,quantile,US,3 wk ahead inc death,2020-05-24,2020-06-13
0.010,2023,quantile,US,4 wk ahead inc death,2020-05-24,2020-06-20
0.025,2247,quantile,US,4 wk ahead inc death,2020-05-24,2020-06-20
0.050,2552,quantile,US,4 wk ahead inc death,2020-05-24,2020-06-20
