quantile,value,type,location,target,forecast_date,target_end_date
0.010,7880,quantile,US,1 wk ahead inc death,2020-05-03,2020-05-09
0.025,8467,quantile,US,1 wk ahead inc death,2020-05-03,2020-05-09
0.050,8895,quantile,US,1 wk ahead inc death,2020-05-03,2020-05-09
0.100,9408,quantile,US,1 wk ahead inc death,2020-05-03,2020-05-09
0.150,9851,quantile,US,1 wk ahead inc death,2020-05-03,2020-05-09
0.200,10180,quantile,US,1 wk ahead inc death,2020-05-03,2020-05-09
0.250,10446,quantile,US,1 wk ahead inc death,2020-05-03,2020-05-09
0.300,10760,quantile,US,1 wk ahead inc death,2020-05-03,2020-05-09
0.350,11072,quantile,US,1 wk ahead inc death,2020-05-03,2020-05-09
0.400,11305,quantile,US,1 wk ahead inc death,2020-05-03,2020-05-09
0.450,11556,quantile,US,1 wk ahead inc death,2020-05-03,2020-05-09
0.500,11850,quantile,US,1 wk ahead inc death,2020-05-03,2020-05-09
,11850,point,US,1 wk ahead inc death,2020-05-03,2020-05-09
0.550,12087,quantile,US,1 wk ahead inc death,2020-05-03,2020-05-09
0.600,12252,quantile,US,1 wk ahead inc death,2020-05-03,2020-05-09
0.650,12489,quantile,US,1 wk ahead inc death,2020-05-03,2020-05-09
0.700,12796,quantile,US,1 wk ahead inc death,2020-05-03,2020-05-09
0.750,13135,quantile,US,1 wk ahead inc death,2020-05-03,2020-05-09
0.800,13491,quantile,US,1 wk ahead inc death,2020-05-03,2020-05-09
0.850,13847,quantile,US,1 wk ahead inc death,2020-05-03,2020-05-09
0.900,14351,quantile,US,1 wk ahead inc death,2020-05-03,2020-05-09
0.950,15150,quantile,US,1 wk ahead inc death,2020-05-03,2020-05-09
0.975,15836,quantile,US,1 wk ahead inc death,2020-05-03,2020-05-09
0.990,16650,quantile,US,1 wk ahead inc death,2020-05-03,2020-05-09
0.010,6279,quantile,US,2 wk ahead inc death,2020-05-03,2020-05-16
0.025,6738,quantile,US,2 wk ahead inc death,2020-05-03,2020-05-16
0.050,7142,quantile,US,2 wk ahead inc death,2020-05-03,2020-05-16
0.100,7762,quantile,US,2 wk ahead inc death,2020-05-03,2020-05-16
0.150,8146,quantile,US,2 wk ahead inc death,2020-05-03,2020-05-16
0.200,8495,quantile,US,2 wk ahead inc death,2020-05-03,2020-05-16
0.250,8766,quantile,US,2 wk ahead inc death,2020-05-03,2020-05-16
0.300,9006,quantile,US,2 wk ahead inc death,2020-05-03,2020-05-16
0.350,9359,quantile,US,2 wk ahead inc death,2020-05-03,2020-05-16
0.400,9585,quantile,US,2 wk ahead inc death,2020-05-03,2020-05-16
0.450,9828,quantile,US,2 wk ahead inc death,2020-05-03,2020-05-16
0.500,10119,quantile,US,2 wk ahead inc death,2020-05-03,2020-05-16
,10119,point,US,2 wk ahead inc death,2020-05-03,2020-05-16
0.550,10391,quantile,US,2 wk ahead inc death,2020-05-03,2020-05-16
0.600,10628,quantile,US,2 wk ahead inc death,2020-05-03,2020-05-16
0.650,10976,quantile,US,2 wk ahead inc death,2020-05-03,2020-05-16
0.700,11318,quantile,US,2 wk ahead inc death,2020-05-03,2020-05-16
0.750,11763,quantile,US,2 wk ahead inc death,2020-05-03,2020-05-16
0.800,12171,quantile,US,2 wk ahead inc death,2020-05-03,2020-05-16
0.850,12576,quantile,US,2 wk ahead inc death,2020-05-03,2020-05-16
0.900,13101,quantile,US,2 wk ahead inc death,2020-05-03,2020-05-16
0.950,14027,quantile,US,2 wk ahead inc death,2020-05-03,2020-05-16
0.975,15072,quantile,US,2 wk ahead inc death,2020-05-03,2020-05-16
0.990,16274,quantile,US,2 wk ahead inc death,2020-05-03,2020-05-16
0.010,4383,quantile,US,3 wk ahead inc death,2020-05-03,2020-05-23
0.025,4941,quantile,US,3 wk ahead inc death,2020-05-03,2020-05-23
0.050,5407,quantile,US,3 wk ahead inc death,2020-05-03,2020-05-23
0.100,5988,quantile,US,3 wk ahead inc death,2020-05-03,2020-05-23
0.150,6392,quantile,US,3 wk ahead inc death,2020-05-03,2020-05-23
0.200,6776,quantile,US,3 wk ahead inc death,2020-05-03,2020-05-23
0.250,7129,quantile,US,3 wk ahead inc death,2020-05-03,2020-05-23
0.300,7453,quantile,US,3 wk ahead inc death,2020-05-03,2020-05-23
0.350,7793,quantile,US,3 wk ahead inc death,2020-05-03,2020-05-23
0.400,8033,quantile,US,3 wk ahead inc death,2020-05-03,2020-05-23
0.450,8272,quantile,US,3 wk ahead inc death,2020-05-03,2020-05-23
0.500,8620,quantile,US,3 wk ahead inc death,2020-05-03,2020-05-23
,8620,point,US,3 wk ahead inc death,2020-05-03,2020-05-23
0.550,8987,quantile,US,3 wk ahead inc death,2020-05-03,2020-05-23
0.600,9267,quantile,US,3 wk ahead inc death,2020-05-03,2020-05-23
0.650,9729,quantile,US,3 wk ahead inc death,2020-05-03,2020-05-23
0.700,10057,quantile,US,3 wk ahead inc death,2020-05-03,2020-05-23
0.750,10411,quantile,US,3 wk ahead inc death,2020-05-03,2020-05-23
0.800,10964,quantile,US,3 wk ahead inc death,2020-05-03,2020-05-23
0.850,11552,quantile,US,3 wk ahead inc death,2020-05-03,2020-05-23
0.900,12202,quantile,US,3 wk ahead inc death,2020-05-03,2020-05-23
0.950,13068,quantile,US,3 wk ahead inc death,2020-05-03,2020-05-23
0.975,13959,quantile,US,3 wk ahead inc death,2020-05-03,2020-05-23
0.990,15116,quantile,US,3 wk ahead inc death,2020-05-03,2020-05-23
0.010,2973,quantile,US,4 wk ahead inc death,2020-05-03,2020-05-30
0.025,3327,quantile,US,4 wk ahead inc death,2020-05-03,2020-05-30
0.050,3937,quantile,US,4 wk ahead inc death,2020-05-03,2020-05-30
0.100,4599,quantile,US,4 wk ahead inc death,2020-05-03,2020-05-30
0.150,5035,quantile,US,4 wk ahead inc death,2020-05-03,2020-05-30
0.200,5349,quantile,US,4 wk ahead inc death,2020-05-03,2020-05-30
0.250,5689,quantile,US,4 wk ahead inc death,2020-05-03,2020-05-30
0.300,6055,quantile,US,4 wk ahead inc death,2020-05-03,2020-05-30
0.350,6305,quantile,US,4 wk ahead inc death,2020-05-03,2020-05-30
0.400,6554,quantile,US,4 wk ahead inc death,2020-05-03,2020-05-30
0.450,6894,quantile,US,4 wk ahead inc death,2020-05-03,2020-05-30
0.500,7276,quantile,US,4 wk ahead inc death,2020-05-03,2020-05-30
,7276,point,US,4 wk ahead inc death,2020-05-03,2020-05-30
0.550,7593,quantile,US,4 wk ahead inc death,2020-05-03,2020-05-30
0.600,8025,quantile,US,4 wk ahead inc death,2020-05-03,2020-05-30
0.650,8574,quantile,US,4 wk ahead inc death,2020-05-03,2020-05-30
0.700,9064,quantile,US,4 wk ahead inc death,2020-05-03,2020-05-30
0.750,9540,quantile,US,4 wk ahead inc death,2020-05-03,2020-05-30
0.800,10169,quantile,US,4 wk ahead inc death,2020-05-03,2020-05-30
0.850,10741,quantile,US,4 wk ahead inc death,2020-05-03,2020-05-30
0.900,11645,quantile,US,4 wk ahead inc death,2020-05-03,2020-05-30
0.950,12981,quantile,US,4 wk ahead inc death,2020-05-03,2020-05-30
