quantile,value,type,location,target,forecast_date,target_end_date
0.010,2870,quantile,US,1 wk ahead inc death,2020-10-11,2020-10-17
0.025,3036,quantile,US,1 wk ahead inc death,2020-10-11,2020-10-17
0.050,3221,quantile,US,1 wk ahead inc death,2020-10-11,2020-10-17
0.100,3426,quantile,US,1 wk ahead inc death,2020-10-11,2020-10-17
0.150,3562,quantile,US,1 wk ahead inc death,2020-10-11,2020-10-17
0.200,3701,quantile,US,1 wk ahead inc death,2020-10-11,2020-10-17
0.250,3828,quantile,US,1 wk ahead inc death,2020-10-11,2020-10-17
0.300,3900,quantile,US,1 wk ahead inc death,2020-10-11,2020-10-17
0.350,4006,quantile,US,1 wk ahead inc death,2020-10-11,2020-10-17
0.400,4107,quantile,US,1 wk ahead inc death,2020-10-11,2020-10-17
0.450,4193,quantile,US,1 wk ahead inc death,2020-10-11,2020-10-17
0.500,4288,quantile,US,1 wk ahead inc death,2020-10-11,2020-10-17
,4288,point,US,1 wk ahead inc death,2020-10-11,2020-10-17
0.550,4404,quantile,US,1 wk ahead inc death,2020-10-11,2020-10-17
0.600,4488,quantile,US,1 wk ahead inc death,2020-10-11,2020-10-17
0.650,4621,quantile,US,1 wk ahead inc death,2020-10-11,2020-10-17
0.700,4734,quantile,US,1 wk ahead inc death,2020-10-11,2020-10-17
0.750,4867,quantile,US,1 wk ahead inc death,2020-10-11,2020-10-17
0.800,5024,quantile,US,1 wk ahead inc death,2020-10-11,2020-10-17
0.850,5244,quantile,US,1 wk ahead inc death,2020-10-11,2020-10-17
0.900,5525,quantile,US,1 wk ahead inc death,2020-10-11,2020-10-17
0.950,5992,quantile,US,1 wk ahead inc death,2020-10-11,2020-10-17
0.975,6509,quantile,US,1 wk ahead inc death,2020-10-11,2020-10-17
0.990,7092,quantile,US,1 wk ahead inc death,2020-10-11,2020-10-17
0.010,2449,quantile,US,2 wk ahead inc death,2020-10-11,2020-10-24
0.025,2616,quantile,US,2 wk ahead inc death,2020-10-11,2020-10-24
0.050,2770,quantile,US,2 wk ahead inc death,2020-10-11,2020-10-24
0.100,2906,quantile,US,2 wk ahead inc death,2020-10-11,2020-10-24
0.150,3057,quantile,US,2 wk ahead inc death,2020-10-11,2020-10-24
0.200,3168,quantile,US,2 wk ahead inc death,2020-10-11,2020-10-24
0.250,3281,quantile,US,2 wk ahead inc death,2020-10-11,2020-10-24
0.300,3381,quantile,US,2 wk ahead inc death,2020-10-11,2020-10-24
0.350,3476,quantile,US,2 wk ahead inc death,2020-10-11,2020-10-24
0.400,3578,quantile,US,2 wk ahead inc death,2020-10-11,2020-10-24
0.450,3680,quantile,US,2 wk ahead inc death,2020-10-11,2020-10-24
0.500,3816,quantile,US,2 wk ahead inc death,2020-10-11,2020-10-24
,3816,point,US,2 wk ahead inc death,2020-10-11,2020-10-24
0.550,3916,quantile,US,2 wk ahead inc death,2020-10-11,2020-10-24
0.600,4051,quantile,US,2 wk ahead inc death,2020-10-11,2020-10-24
0.650,4186,quantile,US,2 wk ahead inc death,2020-10-11,2020-10-24
0.700,4313,quantile,US,2 wk ahead inc death,2020-10-11,2020-10-24
0.750,4450,quantile,US,2 wk ahead inc death,2020-10-11,2020-10-24
0.800,4696,quantile,US,2 wk ahead inc death,2020-10-11,2020-10-24
0.850,5005,quantile,US,2 wk ahead inc death,2020-10-11,2020-10-24
